step,train_bce
50,0.698794
100,0.699644
150,0.692919
200,0.690764
250,0.693817
300,0.692524
350,0.693439
400,0.692801
450,0.694711
500,0.696463
550,0.69181
600,0.695047
650,0.692975
700,0.693067
750,0.69546
800,0.694761
850,0.691125
900,0.69332
950,0.693326
1000,0.693332
1050,0.692846
1100,0.692866
1150,0.693779
1200,0.693228
1250,0.694013
1300,0.695161
1350,0.693947
1400,0.693351
1450,0.693607
1500,0.700914
1550,0.697034
1600,0.694909
1650,0.693557
1700,0.692359
1750,0.692928
1800,0.692883
1850,0.690889
1900,0.69143
1950,0.696391
2000,0.690427
