step,train_bce
50,0.692616
100,0.690942
150,0.695222
200,0.692404
250,0.687438
300,0.691675
350,0.692307
400,0.693193
450,0.692981
500,0.691969
550,0.692926
600,0.694231
650,0.693621
700,0.693956
750,0.692517
800,0.692943
850,0.698244
900,0.693772
950,0.688464
1000,0.694419
1050,0.644391
1100,0.541904
1150,0.520043
1200,0.393736
1250,0.37804
1300,0.287133
1350,0.35743
1400,0.232831
1450,0.14092
1500,0.21601
1550,0.255625
1600,0.218461
1650,0.112688
1700,0.195707
1750,0.207997
1800,0.194022
1850,0.134581
1900,0.135223
1950,0.095944
2000,0.079025
