step,train_bce
50,0.694696
100,0.691653
150,0.697064
200,0.693547
250,0.693217
300,0.693
350,0.691744
400,0.692944
450,0.69088
500,0.693276
550,0.693206
600,0.688368
650,0.691979
700,0.692555
750,0.691555
800,0.688697
850,0.688781
900,0.681649
950,0.669442
1000,0.676194
1050,0.52923
1100,0.356583
1150,0.245906
1200,0.219526
1250,0.175731
1300,0.266506
1350,0.144996
1400,0.152426
1450,0.100205
1500,0.104957
1550,0.125048
1600,0.053948
1650,0.124117
1700,0.147617
1750,0.116458
1800,0.104362
1850,0.046109
1900,0.112128
1950,0.055594
2000,0.180014
