step,train_bce
50,0.692651
100,0.69303
150,0.699011
200,0.695405
250,0.690683
300,0.692779
350,0.696143
400,0.693526
450,0.693441
500,0.693117
550,0.693949
600,0.695214
650,0.694322
700,0.69208
750,0.694002
800,0.693651
850,0.692449
900,0.691267
950,0.693073
1000,0.693039
1050,0.693479
1100,0.69179
1150,0.693038
1200,0.691293
1250,0.692814
1300,0.694275
1350,0.691602
1400,0.694408
1450,0.692638
1500,0.692937
1550,0.692523
1600,0.693299
1650,0.694737
1700,0.69325
1750,0.69289
1800,0.69425
1850,0.694429
1900,0.692667
1950,0.692498
2000,0.693269
