metric,asset,seed_0,seed_1,seed_2,seed_3,seed_4,mean
A12_rv_law_loss,0,0.002767114742359349,0.002864375988908644,0.0027471225592144485,0.002753484772735402,0.003168383810192454,0.0028601
A12_rv_law_loss,1,0.011033285513440638,0.011369318728499589,0.011182802758064351,0.011157318395320954,0.01168873816588196,0.01128629
A12_rv_law_loss,2,0.004392881097617092,0.00463202265449336,0.00437832767886205,0.004331430061424684,0.004838322676943129,0.0045146
A12_rv_law_loss,3,0.008924725119965492,0.009414454767058386,0.008825218686384789,0.008730485449426239,0.010388342025650615,0.00925665
A12_rv_law_loss,4,0.011837526816301378,0.011494994760779451,0.011117526989580238,0.011048609595361126,0.012283505104985906,0.01155643
A12_rv_law_loss,5,0.01595337348968789,0.01629440917236929,0.01540030655872524,0.015617532533878485,0.017524413713923683,0.01615801
A12_rv_law_loss,6,0.017578328620598084,0.017791313136916762,0.017701192084903512,0.01736123111263522,0.01845284673473666,0.01777698
A12_rv_law_loss,7,0.021645751387068035,0.021755579999127837,0.021152401183884048,0.020533991861870944,0.022393273361294833,0.0214962
A13_mean_path_rmse,0,0.016449185350655305,0.008997446249465618,0.00447473278945486,0.0315659826266116,0.0512262676015462,0.02254272
A13_mean_path_rmse,1,0.01730768379972619,0.01439231628323113,0.008655073927852716,0.03770433395394064,0.056556419452180984,0.02692317
A13_mean_path_rmse,2,0.007542363508986926,0.020879518497299618,0.0199882504504107,0.030562486002338695,0.045269130836679994,0.02484835
A13_mean_path_rmse,3,0.02017029842896765,0.020244065710881234,0.022902938492643056,0.08762117118231993,0.09514487042993597,0.04921667
A13_mean_path_rmse,4,0.01950621327931323,0.010881183228410796,0.008170069971178029,0.07029779126747099,0.07168407141878057,0.03610787
A13_mean_path_rmse,5,0.02391885052812951,0.017044730910256385,0.005975392219364291,0.07745948645021775,0.09454387923854249,0.04378847
A13_mean_path_rmse,6,0.020588374968923323,0.01722117937952845,0.006458186497832359,0.07479865435114509,0.09096499993957426,0.04200628
A13_mean_path_rmse,7,0.019823498031712402,0.010136119229785122,0.008068908003073397,0.07299704444165028,0.09400550563042102,0.04100622
A14_ks_logreturns,0,0.09768188156167978,0.08872365075459321,0.09016414452099736,0.09977341699475067,0.09918389107611547,0.0951054
A14_ks_logreturns,1,0.1508058562992126,0.1578237778871392,0.15085711942257218,0.14479269192913388,0.16547992536089237,0.15395187
A14_ks_logreturns,2,0.05267285925196852,0.05745827181758534,0.05309065370734911,0.04916902477034121,0.0625743315288714,0.05499303
A14_ks_logreturns,3,0.07191959891732283,0.07972953576115482,0.0724322301509186,0.07075592601706038,0.08651677329396323,0.07627081
A14_ks_logreturns,4,0.13187951115485563,0.13515266158136485,0.12531270505249345,0.12567923638451445,0.14165538877952757,0.1319359
A14_ks_logreturns,5,0.15088275098425197,0.1599537606627297,0.15005485154199472,0.1467150590551181,0.16935029117454065,0.15539134
A14_ks_logreturns,6,0.13870519603018372,0.1454257915026247,0.13819769110892388,0.13621380823490817,0.15245140255905512,0.14219878
A14_ks_logreturns,7,0.20431174130577434,0.2099122375328084,0.20167425360892388,0.19918799212598426,0.21570240731627296,0.20615773
A15_skewness_error,0,0.03981055908974912,0.08754861029792307,0.09463134549931115,0.2528981085783354,0.21509731753808553,0.13799719
A15_skewness_error,1,0.7424664136419563,0.004208735961506005,0.10149639816267181,0.3517482413321527,0.3904594688353873,0.31807585
A15_skewness_error,2,1.0195187789544207,1.250953347915816,1.3677265995052372,1.1126802653769894,1.1139020326490543,1.1729562
A15_skewness_error,3,0.02719327721890813,0.13954391104963332,0.1811709503361732,0.38392267504598643,0.28497125328494666,0.20336041
A15_skewness_error,4,0.4300713920493811,0.4007997098147344,0.7352637778272328,1.0550837070437062,0.6411957016358727,0.65248286
A15_skewness_error,5,0.4567270513233519,0.1485644032363771,0.9598604107283547,1.5687294193099521,1.448059733387327,0.9163882
A15_skewness_error,6,0.5273898903923705,0.7956441452603578,0.24268929843859913,0.7387484033937998,0.8524073655103546,0.63137582
A15_skewness_error,7,0.4799684412524176,0.3575087691877969,0.4147656599984248,0.03826982919995647,0.37438911179393203,0.33298036
A16_qq_rmse,0,0.00010978107518351296,0.00011356385680856649,0.00010709878117540696,0.00010598809330943439,0.0001291756310737912,0.00011312
A16_qq_rmse,1,0.00030249464799468546,0.0003098624991195672,0.0003015230092306193,0.0002969693799033729,0.00032339295618229153,0.00030685
A16_qq_rmse,2,0.00013586801291278294,0.0001412373077799917,0.00013243969169269226,0.00012911620598586148,0.00015070982036373138,0.00013787
A16_qq_rmse,3,0.00018660060495536722,0.00019674002652558565,0.00018100409043929783,0.0001741070797405715,0.000218279270918673,0.00019135
A16_qq_rmse,4,0.00029554901188863476,0.0002970701174129498,0.00028358599040597586,0.000280816721080273,0.00031447431591036425,0.0002943
A16_qq_rmse,5,0.0003659777147329441,0.0003768218852601213,0.0003521131190573851,0.00035497885171727867,0.00040467361448941696,0.00037091
A16_qq_rmse,6,0.00037796624162678215,0.0003837397918567351,0.00037520509093505824,0.0003684208385175594,0.00040078748053239,0.00038122
A16_qq_rmse,7,0.0004487802525995994,0.0004550993162161389,0.0004372505633884383,0.0004276200536437074,0.00046919858997460903,0.00044759
A17_terminal_ks,0,0.04427083333333334,0.04622395833333337,0.03548177083333337,0.07649739583333337,0.09440104166666666,0.059375
A17_terminal_ks,1,0.1064453125,0.12044270833333337,0.11197916666666674,0.12890625,0.13802083333333331,0.12115885
A17_terminal_ks,2,0.04134114583333337,0.06184895833333337,0.0615234375,0.07454427083333331,0.08138020833333334,0.0641276
A17_terminal_ks,3,0.03515625,0.041015625,0.0458984375,0.07942708333333337,0.06282552083333331,0.05286458
A17_terminal_ks,4,0.07877604166666666,0.07682291666666674,0.068359375,0.11718749999999997,0.11751302083333334,0.09173177
A17_terminal_ks,5,0.09635416666666669,0.09375,0.09147135416666669,0.13411458333333334,0.15462239583333334,0.1140625
A17_terminal_ks,6,0.099609375,0.091796875,0.0869140625,0.13574218749999997,0.15494791666666666,0.11380208
