metric,asset,seed_0,seed_1,seed_2,seed_3,seed_4,mean
A12_rv_law_loss,0,3.3495443449120015,3.341331844158775,3.4150347197708433,3.43118664574287,3.3161558654515977,3.37065068
A12_rv_law_loss,1,2.462962765802401,2.395921474454856,2.4230919378827824,2.3683208657070343,2.428217043791588,2.41570282
A12_rv_law_loss,2,0.6308144101490014,0.5721210400569678,0.5595162430527307,0.5865189802864665,0.6283166908201016,0.59545747
A12_rv_law_loss,3,6.678416245546142,6.57334308240934,6.595477097699539,6.573025253140731,6.615375705921969,6.60712748
A12_rv_law_loss,4,1.5168427151336903,1.516181033230982,1.5860815849789351,1.6379327913223478,1.5406679697862593,1.55954122
A12_rv_law_loss,5,3.1533832002233435,3.1465457282679745,3.1287677438959838,3.117186507434197,3.1359831687531345,3.13637327
A12_rv_law_loss,6,2.4373103964782414,2.446841365006762,2.473798094147836,2.6007698207841763,2.4690134255528924,2.48554662
A12_rv_law_loss,7,4.334563467861471,4.311222519797306,4.295375241497716,4.375187306255815,4.335547843831028,4.33037928
A13_mean_path_rmse,0,0.21924649565010268,0.2872311997755924,0.5328916210382175,0.524160372820696,0.261775695746625,0.36506108
A13_mean_path_rmse,1,0.2590995374650537,0.5597968711730869,0.35777537113135766,0.6055472084524764,0.3424060562017561,0.42492501
A13_mean_path_rmse,2,0.31236819987497677,0.2752511713148095,0.26619834835856243,0.4032376504947629,0.3348582079150654,0.31838272
A13_mean_path_rmse,3,0.32626024380729435,0.7515695059026349,0.6724352257757683,0.7655820830207635,0.5799218786036565,0.61915379
A13_mean_path_rmse,4,0.2549459046953647,0.4149050214031679,0.5600396432357064,0.6537386619009864,0.42665569400475273,0.46205699
A13_mean_path_rmse,5,0.4175818159587759,0.4618736394554339,0.5382859396082726,0.6447910602749407,0.5344678986417559,0.51940007
A13_mean_path_rmse,6,0.2683747488053876,0.38198078516060574,0.39684554418062423,0.7073499789030064,0.3720836203176117,0.42532694
A13_mean_path_rmse,7,0.1105272399681168,0.3440348257704669,0.23234022190710119,0.48918436578167107,0.3948355946818903,0.31418445
A14_ks_logreturns,0,0.059422466384462164,0.059085435601344605,0.060426263695219085,0.06001676886205179,0.05910391636578685,0.05961097
A14_ks_logreturns,1,0.018107258466135465,0.017345170100846623,0.018017772659362552,0.017457027359312746,0.017865549520667337,0.01775856
A14_ks_logreturns,2,0.02711809013944222,0.026717349352589626,0.026693032557270957,0.027755190176792843,0.02711954914716136,0.02708064
A14_ks_logreturns,3,0.05996862160732075,0.05959560196713143,0.05985141465388444,0.05955572242280871,0.06008096520169326,0.05981047
A14_ks_logreturns,4,0.03716189927788843,0.03729272363670319,0.0383008979706175,0.038648628143675284,0.03755048166708169,0.03779093
A14_ks_logreturns,5,0.026523787661852594,0.026227122758964147,0.02624900787475104,0.025866747852340666,0.0262451171875,0.02622236
A14_ks_logreturns,6,0.046250544696215146,0.04642951630976094,0.04700096099975101,0.04875906530129481,0.04661091960283867,0.0470102
A14_ks_logreturns,7,0.07113927104083664,0.0713941110557769,0.07123605188620519,0.07255839921563745,0.07175351329058766,0.07161627
A15_skewness_error,0,0.054685552137704846,0.04949218541195037,0.053551084694316416,0.05791212289890443,0.05813593405849164,0.05475538
A15_skewness_error,1,0.06677491440261556,0.06499152906618774,0.06567832102897535,0.0701828972479969,0.07184774409287263,0.06789508
A15_skewness_error,2,0.06121534038193362,0.05573074064072986,0.055432323067019694,0.060044507564198935,0.05749476338640744,0.05798354
A15_skewness_error,3,0.05739673188839793,0.05389582643119108,0.05832402096031429,0.05958663710429013,0.05575768005199096,0.05699218
A15_skewness_error,4,0.05308455700777577,0.0563514037043131,0.05585065452380786,0.05286110195908118,0.0515012855266214,0.0539298
A15_skewness_error,5,0.0565093363715972,0.05108700362588945,0.055866236516809414,0.049737719670749914,0.05614763069889145,0.05386959
A15_skewness_error,6,0.049043396625677305,0.045927857312442415,0.047727357835839444,0.046568929688898954,0.04933819659962841,0.04772115
A15_skewness_error,7,0.03443881436199073,0.0376414906959649,0.04553921330233117,0.040805434623433785,0.0430351707061818,0.04029202
A16_qq_rmse,0,0.002279937228981759,0.002278807376635197,0.0023238601044160254,0.0023199525855783767,0.0022658579326680912,0.00229368
A16_qq_rmse,1,0.0014383594496581045,0.001405017200771436,0.0014232433653226172,0.0013908561251292264,0.001424270445017407,0.00141635
A16_qq_rmse,2,0.0007390033152553218,0.0007317512936028868,0.0007251403163865554,0.000744441848422329,0.0007301074316140958,0.00073409
A16_qq_rmse,3,0.003592133749345267,0.0035255491371131344,0.0035494776741187483,0.0035367743070129753,0.0035643514610413794,0.00355366
A16_qq_rmse,4,0.0011588362851499333,0.0011544650965041748,0.0011901655154224692,0.0012059204106771649,0.0011669141554060175,0.00117526
A16_qq_rmse,5,0.0017240531508369483,0.0017182077264797774,0.0017192141609561943,0.0016751374240378948,0.0017185421073145273,0.00171103
A16_qq_rmse,6,0.0016740134943299216,0.001679229171434931,0.0016934339830834754,0.0017630380751996757,0.0016917820853139514,0.0017003
A16_qq_rmse,7,0.002949086423001186,0.0029494170752851997,0.002939484751348071,0.002982691266740384,0.0029593728711551693,0.00295601
A17_terminal_ks,0,0.0413818359375,0.0382080078125,0.05078125,0.0474853515625,0.0391845703125,0.0434082
A17_terminal_ks,1,0.0447998046875,0.0615234375,0.0560302734375,0.0511474609375,0.0467529296875,0.05205078
A17_terminal_ks,2,0.0242919921875,0.0240478515625,0.0228271484375,0.028564453125,0.0235595703125,0.0246582
A17_terminal_ks,3,0.08203125,0.0850830078125,0.0877685546875,0.0877685546875,0.0843505859375,0.08540039
A17_terminal_ks,4,0.02783203125,0.038330078125,0.033203125,0.0399169921875,0.0308837890625,0.0340332
A17_terminal_ks,5,0.061279296875,0.055419921875,0.0609130859375,0.0577392578125,0.0621337890625,0.05949707
A17_terminal_ks,6,0.0274658203125,0.037353515625,0.0400390625,0.0465087890625,0.032470703125,0.03676758
A17_terminal_ks,7,0.0635986328125,0.05810546875,0.0574951171875,0.0616455078125,0.059814453125,0.06013184
A19_pred_score_gru,0,0.042687,0.042774,0.042672,0.042672,0.042675,0.042696
A19_pred_score_gru,1,0.048207,0.048199,0.048195,0.048181,0.048193,0.048195
A19_pred_score_gru,2,0.050318,0.050315,0.050336,0.050347,0.050319,0.050327
A19_pred_score_gru,3,0.060387,0.060386,0.060388,0.060388,0.060386,0.060387
A19_pred_score_gru,4,0.049174,0.049171,0.049195,0.04922,0.049175,0.049187
A19_pred_score_gru,5,0.049248,0.049285,0.049251,0.049248,0.049247,0.0492558
A19_pred_score_gru,6,0.046657,0.046652,0.046655,0.046672,0.046747,0.0466766
A19_pred_score_gru,7,0.046911,0.046903,0.046925,0.046902,0.046913,0.0469108
A19_pred_score_mlp,0,0.043804,0.042936,0.0438,0.042651,0.042682,0.0431746
A19_pred_score_mlp,1,0.048874,0.04813,0.048859,0.049803,0.049051,0.0489434
A19_pred_score_mlp,2,0.050275,0.050664,0.05036,0.050282,0.050268,0.0503698
A19_pred_score_mlp,3,0.060556,0.060418,0.06076,0.060871,0.062697,0.0610604
A19_pred_score_mlp,4,0.0498,0.049166,0.050397,0.049454,0.049413,0.049646
A19_pred_score_mlp,5,0.049376,0.050604,0.049287,0.049269,0.04924,0.0495552
A19_pred_score_mlp,6,0.047318,0.046814,0.046615,0.04766,0.046693,0.04702
A19_pred_score_mlp,7,0.046997,0.046863,0.047204,0.046908,0.047371,0.0470686
A1_kurtosis_error,0,0.6721724706358474,0.6768135042222685,0.6790099826044971,0.6418457230781094,0.6659803781923777,0.66716441
A1_kurtosis_error,1,0.7572372156412879,0.7447904182538982,0.7579308209574513,0.7495806494600048,0.7522501055653548,0.75235784
A1_kurtosis_error,2,0.8021592092393051,0.7996903337421477,0.8012840811629469,0.8028810275312419,0.783296833629127,0.7978623
A1_kurtosis_error,3,0.2139461428744731,0.21220629504247146,0.21064874210803364,0.22283162239335574,0.2141123613637892,0.21474903
A1_kurtosis_error,4,0.7521779491316907,0.742438192218084,0.7503181496616254,0.7478017882855155,0.7507132328733865,0.74868986
A1_kurtosis_error,5,0.5139561796898064,0.5203766199740816,0.5185441634753523,0.5212764260817031,0.5139317437467308,0.51761703
A1_kurtosis_error,6,0.7736657177125972,0.780576243803591,0.7711875653733964,0.7724383982582155,0.7755694396580362,0.77468747
A1_kurtosis_error,7,0.5647097126909966,0.5685933611414651,0.5625539951369505,0.5679309007947184,0.5539854846390919,0.56355469
A21_acf_abs,0,0.04900397935985046,0.04850480602439815,0.048224530706620874,0.048466609031798565,0.04924635270160861,0.04868926
A21_acf_abs,1,0.06304831225414245,0.06227619459111012,0.06278838295867709,0.0623239566997473,0.06231322320413066,0.06255001
A21_acf_abs,2,0.0658199696418879,0.06451682479022677,0.0656002007473332,0.06585604546159521,0.06500321271086636,0.06535925
