step,train_bce
50,0.693611
100,0.698584
150,0.695185
200,0.69445
250,0.693283
300,0.693145
350,0.693051
400,0.693495
450,0.693217
500,0.693364
550,0.693164
600,0.693154
650,0.692756
700,0.693324
750,0.694319
800,0.693222
850,0.693793
900,0.693646
950,0.692086
1000,0.692597
1050,0.693179
1100,0.693767
1150,0.693223
1200,0.692283
1250,0.693838
1300,0.693325
1350,0.693232
1400,0.693247
1450,0.692779
1500,0.693384
1550,0.692806
1600,0.693166
1650,0.692126
1700,0.692565
1750,0.693152
1800,0.693437
1850,0.693105
1900,0.692579
1950,0.693346
2000,0.692859
