step,train_bce
50,0.693053
100,0.693036
150,0.692645
200,0.694647
250,0.691803
300,0.692906
350,0.69435
400,0.6922
450,0.693445
500,0.695396
550,0.693673
600,0.693261
650,0.694909
700,0.692989
750,0.693072
800,0.692672
850,0.697321
900,0.691588
950,0.691747
1000,0.681125
1050,0.680854
1100,0.690438
1150,0.688607
1200,0.466488
1250,0.473349
1300,0.263135
1350,0.226296
1400,0.176899
1450,0.107673
1500,0.215456
1550,0.128166
1600,0.080565
1650,0.160293
1700,0.033625
1750,0.005889
1800,0.102662
1850,0.081388
1900,0.036324
1950,0.041621
2000,0.022001
