step,train_bce
50,0.69175
100,0.691296
150,0.686128
200,0.690239
250,0.689955
300,0.689503
350,0.693261
400,0.70164
450,0.692988
500,0.691882
550,0.693
600,0.693628
650,0.69304
700,0.693331
750,0.693683
800,0.692942
850,0.693728
900,0.692809
950,0.696658
1000,0.6955
1050,0.691856
1100,0.695336
1150,0.692815
1200,0.693168
1250,0.693164
1300,0.695058
1350,0.692775
1400,0.693061
1450,0.692943
1500,0.692849
1550,0.69317
1600,0.693029
1650,0.693202
1700,0.692915
1750,0.692896
1800,0.697896
1850,0.693035
1900,0.694026
1950,0.694078
2000,0.69212
