step,train_bce
50,0.696753
100,0.69143
150,0.693553
200,0.69376
250,0.692925
300,0.691967
350,0.690997
400,0.685547
450,0.693547
500,0.691545
550,0.691649
600,0.692891
650,0.692602
700,0.692359
750,0.692047
800,0.692231
850,0.694084
900,0.696258
950,0.693049
1000,0.694016
1050,0.692402
1100,0.691922
1150,0.691579
1200,0.691573
1250,0.692965
1300,0.691888
1350,0.69402
1400,0.690831
1450,0.690533
1500,0.693784
1550,0.687605
1600,0.694513
1650,0.693466
1700,0.693717
1750,0.692348
1800,0.692724
1850,0.69545
1900,0.693873
1950,0.693073
2000,0.69293
