step,train_bce
50,0.693211
100,0.693442
150,0.692977
200,0.692191
250,0.694702
300,0.696088
350,0.691347
400,0.693327
450,0.693311
500,0.693104
550,0.692554
600,0.692429
650,0.693297
700,0.692413
750,0.694872
800,0.693563
850,0.694471
900,0.694259
950,0.692312
1000,0.693579
1050,0.692718
1100,0.693584
1150,0.69226
1200,0.687205
1250,0.690516
1300,0.692804
1350,0.692287
1400,0.690907
1450,0.692552
1500,0.692928
1550,0.692034
1600,0.690823
1650,0.690943
1700,0.690189
1750,0.691511
1800,0.691148
1850,0.681987
1900,0.606941
1950,0.61623
2000,0.392209
