step,train_bce
50,0.694234
100,0.693596
150,0.691586
200,0.692886
250,0.694494
300,0.694062
350,0.69405
400,0.693126
450,0.693074
500,0.693703
550,0.692725
600,0.692263
650,0.694158
700,0.693104
750,0.692249
800,0.692766
850,0.693949
900,0.69427
950,0.692208
1000,0.692858
1050,0.692966
1100,0.693202
1150,0.692634
1200,0.693526
1250,0.69302
1300,0.693478
1350,0.691833
1400,0.693048
1450,0.692437
1500,0.693089
1550,0.692722
1600,0.69313
1650,0.693569
1700,0.69292
1750,0.693583
1800,0.69333
1850,0.69298
1900,0.690502
1950,0.693144
2000,0.693523
