step,train_bce
50,0.689256
100,0.693174
150,0.693282
200,0.69073
250,0.692989
300,0.696077
350,0.691595
400,0.693131
450,0.693977
500,0.693137
550,0.693405
600,0.693206
650,0.689828
700,0.693214
750,0.692878
800,0.69295
850,0.692386
900,0.692507
950,0.692025
1000,0.694105
1050,0.692476
1100,0.693201
1150,0.691779
1200,0.693166
1250,0.694399
1300,0.692815
1350,0.692627
1400,0.692326
1450,0.69298
1500,0.693405
1550,0.695427
1600,0.693812
1650,0.69351
1700,0.692678
1750,0.69334
1800,0.69285
1850,0.693571
1900,0.691702
1950,0.697776
2000,0.693209
