step,train_bce
50,0.693887
100,0.693632
150,0.693106
200,0.69274
250,0.692864
300,0.695881
350,0.6928
400,0.694781
450,0.696295
500,0.693698
550,0.694873
600,0.693992
650,0.692691
700,0.693607
750,0.692688
800,0.69317
850,0.695166
900,0.694665
950,0.694908
1000,0.69343
1050,0.69248
1100,0.694085
1150,0.693178
1200,0.693215
1250,0.691403
1300,0.692404
1350,0.69237
1400,0.695645
1450,0.69226
1500,0.693221
1550,0.69291
1600,0.693529
1650,0.692263
1700,0.692532
1750,0.694333
1800,0.692794
1850,0.694592
1900,0.692266
1950,0.693698
2000,0.692857
