step,train_bce
50,0.691881
100,0.696695
150,0.692979
200,0.692969
250,0.699886
300,0.693675
350,0.696655
400,0.692104
450,0.692079
500,0.692611
550,0.69251
600,0.693213
650,0.692132
700,0.692902
750,0.693395
800,0.69402
850,0.691807
900,0.692139
950,0.69257
1000,0.691342
1050,0.692811
1100,0.692117
1150,0.692348
1200,0.695788
1250,0.69239
1300,0.692598
1350,0.692877
1400,0.692436
1450,0.691556
1500,0.693495
1550,0.693104
1600,0.691837
1650,0.692265
1700,0.694359
1750,0.688967
1800,0.692272
1850,0.691715
1900,0.685454
1950,0.692091
2000,0.693501
