step,train_bce
50,0.694054
100,0.692832
150,0.695739
200,0.697277
250,0.692204
300,0.694872
350,0.694993
400,0.693271
450,0.692594
500,0.694504
550,0.693012
600,0.692673
650,0.69441
700,0.692051
750,0.693902
800,0.69341
850,0.692925
900,0.701353
950,0.693958
1000,0.693018
1050,0.694766
1100,0.692462
1150,0.692824
1200,0.692955
1250,0.692835
1300,0.698491
1350,0.691669
1400,0.692373
1450,0.692416
1500,0.691549
1550,0.663659
1600,0.400783
1650,0.242708
1700,0.335075
1750,0.251852
1800,0.253683
1850,0.3489
1900,0.249422
1950,0.285991
2000,0.330881
