step,train_bce
50,0.693054
100,0.69168
150,0.693258
200,0.693084
250,0.693666
300,0.692995
350,0.692947
400,0.692436
450,0.692887
500,0.69304
550,0.692895
600,0.692666
650,0.693504
700,0.69347
750,0.693079
800,0.693075
850,0.69269
900,0.695172
950,0.694844
1000,0.692856
1050,0.694408
1100,0.695171
1150,0.691782
1200,0.694638
1250,0.69068
1300,0.692322
1350,0.691944
1400,0.6938
1450,0.693682
1500,0.696423
1550,0.693911
1600,0.692246
1650,0.691402
1700,0.691625
1750,0.687682
1800,0.685211
1850,0.587346
1900,0.438049
1950,0.335065
2000,0.394188
