step,train_bce
50,0.693358
100,0.693967
150,0.695922
200,0.693208
250,0.69173
300,0.693554
350,0.694233
400,0.695189
450,0.692507
500,0.692794
550,0.694756
600,0.69463
650,0.693512
700,0.695337
750,0.693064
800,0.693171
850,0.69314
900,0.691277
950,0.694261
1000,0.694051
1050,0.693012
1100,0.692857
1150,0.693052
1200,0.693331
1250,0.693519
1300,0.692885
1350,0.692104
1400,0.693214
1450,0.692792
1500,0.691583
1550,0.692769
1600,0.689741
1650,0.694103
1700,0.697592
1750,0.692901
1800,0.690822
1850,0.69088
1900,0.692096
1950,0.691779
2000,0.691502
