step,train_bce
50,0.69437
100,0.691457
150,0.690635
200,0.69185
250,0.69386
300,0.692778
350,0.690664
400,0.693018
450,0.694557
500,0.6927
550,0.691519
600,0.691884
650,0.69104
700,0.688574
750,0.700006
800,0.694135
850,0.681489
900,0.692148
950,0.687877
1000,0.687456
1050,0.682507
1100,0.684972
1150,0.687241
1200,0.676923
1250,0.682271
1300,0.689762
1350,0.716717
1400,0.671252
1450,0.662909
1500,0.706909
1550,0.684072
1600,0.670137
1650,0.70804
1700,0.686189
1750,0.654336
1800,0.679458
1850,0.679158
1900,0.66008
1950,0.695252
2000,0.666285
