step,train_bce
50,0.692598
100,0.692524
150,0.690894
200,0.689321
250,0.689955
300,0.688544
350,0.684086
400,0.679229
450,0.676313
500,0.637608
550,0.627359
600,0.635613
650,0.590181
700,0.615679
750,0.605078
800,0.57085
850,0.603899
900,0.565387
950,0.565333
1000,0.560125
1050,0.562454
1100,0.517915
1150,0.503986
1200,0.551578
1250,0.526646
1300,0.524188
1350,0.590957
1400,0.539788
1450,0.466442
1500,0.494938
1550,0.503968
1600,0.498262
1650,0.47792
1700,0.459766
1750,0.478723
1800,0.473929
1850,0.472709
1900,0.494031
1950,0.430387
2000,0.439116
