step,train_bce
50,0.693117
100,0.695427
150,0.690384
200,0.69271
250,0.693024
300,0.693199
350,0.693525
400,0.692977
450,0.694445
500,0.689347
550,0.692821
600,0.692882
650,0.694133
700,0.693901
750,0.692625
800,0.696423
850,0.692507
900,0.693515
950,0.692619
1000,0.693402
1050,0.694351
1100,0.693237
1150,0.692384
1200,0.694751
1250,0.695408
1300,0.693656
1350,0.691448
1400,0.693552
1450,0.692934
1500,0.692961
1550,0.692541
1600,0.691941
1650,0.69262
1700,0.695502
1750,0.695127
1800,0.692454
1850,0.692487
1900,0.693221
1950,0.692459
2000,0.692687
