step,train_bce
50,0.693628
100,0.692606
150,0.688615
200,0.693883
250,0.693152
300,0.693146
350,0.692824
400,0.693153
450,0.693224
500,0.693214
550,0.694648
600,0.692909
650,0.693094
700,0.693383
750,0.693933
800,0.693263
850,0.693144
900,0.69062
950,0.693115
1000,0.693936
1050,0.692974
1100,0.693129
1150,0.69315
1200,0.691584
1250,0.694318
1300,0.694159
1350,0.692744
1400,0.692767
1450,0.692871
1500,0.692689
1550,0.693598
1600,0.694515
1650,0.692953
1700,0.693494
1750,0.693009
1800,0.691089
1850,0.693338
1900,0.693261
1950,0.693875
2000,0.693192
