step,train_bce
50,0.691418
100,0.693045
150,0.693924
200,0.695086
250,0.692628
300,0.695801
350,0.693487
400,0.69377
450,0.694894
500,0.693083
550,0.692108
600,0.695063
650,0.693198
700,0.693302
750,0.695889
800,0.692984
850,0.693405
900,0.692934
950,0.692486
1000,0.693049
1050,0.692892
1100,0.693562
1150,0.692137
1200,0.693114
1250,0.694002
1300,0.690123
1350,0.694901
1400,0.693662
1450,0.693198
1500,0.693137
1550,0.691798
1600,0.694749
1650,0.694341
1700,0.693105
1750,0.693463
1800,0.692383
1850,0.69383
1900,0.693324
1950,0.693105
2000,0.692547
