step,train_bce
50,0.691413
100,0.694704
150,0.693148
200,0.693301
250,0.692346
300,0.693772
350,0.694143
400,0.693037
450,0.693937
500,0.69304
550,0.694754
600,0.692911
650,0.69421
700,0.691907
750,0.692428
800,0.69315
850,0.693021
900,0.692968
950,0.693161
1000,0.693389
1050,0.693032
1100,0.693523
1150,0.693061
1200,0.691196
1250,0.693992
1300,0.693255
1350,0.692844
1400,0.692395
1450,0.693069
1500,0.693166
1550,0.69295
1600,0.693076
1650,0.693395
1700,0.692903
1750,0.692416
1800,0.693135
1850,0.69299
1900,0.693151
1950,0.692873
2000,0.693017
