epoch,total_loss,reconstruction_loss,kl_loss,lr
0,263.60717326402664,55.26614101231098,97.80875087046297,0.001
1,104.59877453744411,25.908836904913187,26.87226379662752,0.001
2,93.64011956751347,21.127284921705723,30.25826482474804,0.001
3,91.65535882115364,20.146494295448065,31.215876061469316,0.001
4,89.31121298670769,19.05506745353341,32.14601065963507,0.001
5,88.30233737826347,18.634718023240566,32.39818324148655,0.001
6,87.73940972238779,18.477220099419355,32.30774933472276,0.001
7,87.69060595333576,18.53606036119163,32.08242506161332,0.001
8,87.63955678790808,18.426185438409448,32.36100059375167,0.001
9,87.57361271977425,18.31997443549335,32.61368940770626,0.001
10,87.20167219638824,18.352725442498922,32.143495839089155,0.001
11,87.1227813065052,18.077651342377067,32.88982730731368,0.001
12,86.93808944523335,17.944820038974285,33.10362932085991,0.001
13,87.15632659941912,18.09605995565653,32.8681468218565,0.001
14,86.91484846174717,17.94491441734135,33.08010522276163,0.001
15,86.20000103861094,17.75360174663365,32.93919600173831,0.001
16,86.10089778900146,17.791765915229917,32.72560004517436,0.001
17,85.96588239073753,17.72210074029863,32.799580212682486,0.001
18,86.13628895580769,17.672928117215633,33.11750457063317,0.001
19,86.09917825460434,17.654867507517338,33.13457586243749,0.001
20,85.70616625249386,17.38851491548121,33.54062147811055,0.001
21,86.09540157020092,17.488251945003867,33.6306455694139,0.001
22,85.95050109922886,17.492161761969328,33.47401575371623,0.001
23,85.13271901011467,17.29238361492753,33.25556831806898,0.001
24,85.65256620943546,17.300732649862766,33.75036832690239,0.001
25,85.49821685254574,17.27760849520564,33.665391352027655,0.001
26,85.4241161942482,17.21328980103135,33.78424668684602,0.001
27,85.73913480341434,17.1353702545166,34.333023976534605,0.001
28,84.72306114435196,17.0476397536695,33.580141711980104,0.001
29,85.1151765435934,17.054666724056005,33.951176322996616,0.001
30,84.99821917712688,16.9194012042135,34.24001532047987,0.001
31,84.62988725304604,16.874925009906292,34.005112409591675,0.001
32,84.78592394292355,17.000111177563667,33.78559031710029,0.001
33,85.54717925190926,16.959970207884908,34.66726825386286,0.001
34,84.65419110655785,16.8784891795367,34.01872359216213,0.001
35,84.7865919470787,16.800646029412746,34.3846540749073,0.001
36,84.51667606830597,16.83569895476103,34.00957914441824,0.001
37,84.91089284420013,16.872637817636132,34.29297935962677,0.001
38,85.06122380495071,16.939282355830073,34.24337703362107,0.001
39,84.89247424900532,16.738999970257282,34.67547421902418,0.001
40,84.79545640945435,16.77007313258946,34.485237151384354,0.001
41,84.80872005969286,16.77942226268351,34.47045313566923,0.001
42,84.65469233691692,16.734667068347335,34.45069117099047,0.001
43,84.6383839994669,16.73987900093198,34.418747052550316,0.001
44,84.98109565675259,16.822308219969273,34.51417086273432,0.001
45,84.87454982846975,16.78759116306901,34.511776220053434,0.001
46,84.58103233575821,16.687676556408405,34.51800265163183,0.001
47,84.46758462488651,16.725847812369466,34.290041383355856,0.001
48,84.5831476226449,16.752349015325308,34.32610045000911,0.001
49,84.23836992681026,16.754701310768723,33.974265929311514,0.001
50,84.62476421892643,16.75144550949335,34.37042782828212,0.001
51,84.6635510623455,16.642573768272996,34.73582965135574,0.001
52,84.33490088582039,16.736311236396432,34.12596708536148,0.001
53,84.43189858645201,16.73990055732429,34.212196841835976,0.001
54,84.5416334271431,16.60941806435585,34.71337930858135,0.001
55,84.42384181916714,16.673669006675482,34.402834843844175,0.001
56,84.17586553096771,16.607505585998297,34.353348564356565,0.001
57,84.69888143241405,16.612920539453626,34.86011962592602,0.001
58,84.10175732523203,16.549830300733447,34.45226635038853,0.001
59,84.28253185749054,16.640307560563087,34.36160933226347,0.001
60,84.37368704378605,16.65778189152479,34.40034141391516,0.001
61,84.21944287419319,16.59192593023181,34.443664979189634,0.001
62,84.40215426683426,16.701055007055402,34.298989061266184,0.001
