step,train_bce
50,0.6922
100,0.691103
150,0.691503
200,0.693755
250,0.694253
300,0.694204
350,0.692898
400,0.692497
450,0.693277
500,0.693112
550,0.692587
600,0.692427
650,0.693205
700,0.691774
750,0.693956
800,0.693215
850,0.692777
900,0.69482
950,0.693204
1000,0.692702
1050,0.693128
1100,0.693379
1150,0.69452
1200,0.692528
1250,0.693311
1300,0.693075
1350,0.692817
1400,0.693655
1450,0.696247
1500,0.692935
1550,0.690306
1600,0.694353
1650,0.693409
1700,0.692658
1750,0.693687
1800,0.692003
1850,0.693399
1900,0.694447
1950,0.692938
2000,0.693153
