step,train_bce
50,0.693846
100,0.689701
150,0.693135
200,0.693886
250,0.694691
300,0.693358
350,0.692691
400,0.692537
450,0.693268
500,0.693122
550,0.692731
600,0.69182
650,0.693176
700,0.693088
750,0.693118
800,0.693624
850,0.692664
900,0.693421
950,0.694258
1000,0.694148
1050,0.693019
1100,0.693027
1150,0.692737
1200,0.694905
1250,0.693371
1300,0.693291
1350,0.696233
1400,0.692665
1450,0.693406
1500,0.69485
1550,0.694254
1600,0.693336
1650,0.694096
1700,0.693182
1750,0.693617
1800,0.693582
1850,0.693182
1900,0.693795
1950,0.693233
2000,0.693213
