step,train_bce
50,0.716881
100,0.69123
150,0.692531
200,0.692838
250,0.694293
300,0.692091
350,0.693186
400,0.694243
450,0.696078
500,0.69533
550,0.690001
600,0.694922
650,0.693089
700,0.692872
750,0.693251
800,0.692009
850,0.692859
900,0.693102
950,0.692118
1000,0.693065
1050,0.693176
1100,0.69345
1150,0.692558
1200,0.695493
1250,0.693439
1300,0.692661
1350,0.693815
1400,0.693271
1450,0.69328
1500,0.691549
1550,0.694312
1600,0.6935
1650,0.6931
1700,0.692258
1750,0.692943
1800,0.692932
1850,0.693962
1900,0.692625
1950,0.693264
2000,0.693674
