step,train_bce
50,0.693831
100,0.692926
150,0.694991
200,0.692889
250,0.692138
300,0.695132
350,0.705083
400,0.692437
450,0.698371
500,0.693038
550,0.693252
600,0.692782
650,0.69417
700,0.692753
750,0.693636
800,0.693218
850,0.692556
900,0.690766
950,0.689001
1000,0.692617
1050,0.687234
1100,0.691214
1150,0.689925
1200,0.68542
1250,0.688228
1300,0.686682
1350,0.696123
1400,0.697009
1450,0.685633
1500,0.69209
1550,0.687724
1600,0.691327
1650,0.698633
1700,0.691249
1750,0.694722
1800,0.703401
1850,0.691773
1900,0.686782
1950,0.699239
2000,0.694042
