step,train_bce
50,0.693056
100,0.693609
150,0.692898
200,0.694204
250,0.693242
300,0.690876
350,0.692669
400,0.688514
450,0.692407
500,0.696109
550,0.693677
600,0.693439
650,0.692842
700,0.692823
750,0.691887
800,0.692417
850,0.694504
900,0.692976
950,0.693234
1000,0.694222
1050,0.691498
1100,0.693182
1150,0.693671
1200,0.693168
1250,0.693976
1300,0.693345
1350,0.691783
1400,0.691032
1450,0.693448
1500,0.693866
1550,0.69276
1600,0.693478
1650,0.694106
1700,0.693339
1750,0.694489
1800,0.692525
1850,0.690723
1900,0.692141
1950,0.692975
2000,0.692329
