step,train_bce
50,0.692752
100,0.693457
150,0.693995
200,0.692579
250,0.68816
300,0.693082
350,0.694965
400,0.693473
450,0.69304
500,0.69243
550,0.696258
600,0.69314
650,0.692665
700,0.692732
750,0.69348
800,0.692072
850,0.693157
900,0.692967
950,0.693316
1000,0.694897
1050,0.695971
1100,0.693331
1150,0.695527
1200,0.692551
1250,0.693352
1300,0.694429
1350,0.692887
1400,0.692661
1450,0.693278
1500,0.693008
1550,0.693151
1600,0.69268
1650,0.693151
1700,0.692059
1750,0.692863
1800,0.695795
1850,0.692581
1900,0.693878
1950,0.692197
2000,0.693332
