step,train_bce
50,0.691902
100,0.692365
150,0.693388
200,0.692829
250,0.689262
300,0.693138
350,0.694299
400,0.703127
450,0.700371
500,0.6911
550,0.687305
600,0.69407
650,0.687439
700,0.68801
750,0.694408
800,0.65287
850,0.706732
900,0.647891
950,0.645301
1000,0.646352
1050,0.621406
1100,0.617381
1150,0.675011
1200,0.63515
1250,0.611943
1300,0.658864
1350,0.688863
1400,0.603087
1450,0.617741
1500,0.62888
1550,0.617895
1600,0.613395
1650,0.736237
1700,0.605749
1750,0.597963
1800,0.616772
1850,0.660301
1900,0.623333
1950,0.623218
2000,0.703572
