step,train_bce
50,0.693344
100,0.693081
150,0.692114
200,0.688733
250,0.692974
300,0.694457
350,0.69286
400,0.693389
450,0.694927
500,0.692577
550,0.69453
600,0.692266
650,0.693395
700,0.691408
750,0.694154
800,0.694384
850,0.692957
900,0.692957
950,0.694199
1000,0.693677
1050,0.693251
1100,0.692087
1150,0.693757
1200,0.692606
1250,0.69276
1300,0.692482
1350,0.696463
1400,0.691537
1450,0.693627
1500,0.693647
1550,0.69092
1600,0.694036
1650,0.693894
1700,0.69317
1750,0.693037
1800,0.692728
1850,0.692572
1900,0.69334
1950,0.694819
2000,0.694699
