step,train_bce
50,0.696211
100,0.69367
150,0.69404
200,0.695478
250,0.692255
300,0.693571
350,0.693316
400,0.693061
450,0.693016
500,0.692888
550,0.69251
600,0.69359
650,0.693488
700,0.689139
750,0.693695
800,0.693699
850,0.693199
900,0.693469
950,0.692459
1000,0.692342
1050,0.69308
1100,0.693001
1150,0.69306
1200,0.691371
1250,0.693084
1300,0.692571
1350,0.692529
1400,0.692395
1450,0.691881
1500,0.693702
1550,0.70087
1600,0.6836
1650,0.680456
1700,0.663583
1750,0.708272
1800,0.691795
1850,0.67003
1900,0.661699
1950,0.675557
2000,0.669114
