step,train_bce
50,0.711461
100,0.692436
150,0.69234
200,0.69296
250,0.693864
300,0.694898
350,0.69685
400,0.692051
450,0.693392
500,0.693565
550,0.693299
600,0.693117
650,0.693227
700,0.691626
750,0.692559
800,0.690793
850,0.693586
900,0.692751
950,0.693061
1000,0.693169
1050,0.692785
1100,0.693047
1150,0.69324
1200,0.693161
1250,0.693241
1300,0.694175
1350,0.693649
1400,0.693768
1450,0.692383
1500,0.693069
1550,0.689982
1600,0.693742
1650,0.693727
1700,0.693067
1750,0.693389
1800,0.692774
1850,0.693026
1900,0.69315
1950,0.693255
2000,0.693588
