step,train_bce
50,0.691217
100,0.692595
150,0.693398
200,0.69467
250,0.69324
300,0.693484
350,0.693982
400,0.693172
450,0.693355
500,0.694092
550,0.694443
600,0.690943
650,0.695141
700,0.694638
750,0.691444
800,0.692707
850,0.693631
900,0.692573
950,0.693589
1000,0.69305
1050,0.693103
1100,0.693394
1150,0.693822
1200,0.693896
1250,0.692897
1300,0.692359
1350,0.693075
1400,0.692847
1450,0.691827
1500,0.69233
1550,0.692153
1600,0.69283
1650,0.69264
1700,0.693172
1750,0.693184
1800,0.692411
1850,0.693229
1900,0.694614
1950,0.694637
2000,0.691999
