step,loss
0,1.0295559167861938
1,1.0003118515014648
2,0.9673125147819519
3,0.9294089078903198
4,0.8707538843154907
5,0.7658593058586121
6,0.7441295385360718
7,0.6925097703933716
8,0.5057246685028076
9,0.6005834937095642
10,0.592275083065033
11,0.5697481036186218
12,0.5094666481018066
13,0.5065697431564331
14,0.4953305125236511
15,0.457514226436615
16,0.4297110140323639
17,0.39221692085266113
18,0.4204391539096832
19,0.5789263844490051
20,0.30963611602783203
21,0.5347818732261658
22,0.3785238265991211
23,0.2672308683395386
24,0.4446123242378235
25,0.3731599748134613
26,0.3721362352371216
27,0.4537053108215332
28,0.24774692952632904
29,0.40742021799087524
30,0.47004973888397217
31,0.3860436975955963
32,0.3005315959453583
33,0.5971508026123047
34,0.2870606482028961
35,0.3020550012588501
36,0.21695497632026672
37,0.2812851667404175
38,0.4968952238559723
39,0.3157352805137634
40,0.38220030069351196
41,0.28990477323532104
42,0.22305795550346375
43,0.2407573163509369
44,0.2805098295211792
45,0.187862366437912
46,0.3380463719367981
47,0.2762095332145691
48,0.32489413022994995
49,0.29858487844467163
50,0.43808063864707947
51,0.2626318335533142
52,0.38633161783218384
53,0.14840485155582428
54,0.241495281457901
55,0.27596819400787354
56,0.2584340274333954
57,0.3454221487045288
58,0.323115736246109
59,0.2821734547615051
60,0.2870413661003113
61,0.23377609252929688
62,0.22182929515838623
63,0.4188796877861023
64,0.11982942372560501
65,0.22391457855701447
66,0.245615154504776
67,0.3626500368118286
68,0.3642675280570984
69,0.3928557336330414
70,0.3806689381599426
71,0.22309690713882446
72,0.37495893239974976
73,0.26825112104415894
74,0.26207607984542847
75,0.3283308744430542
76,0.36076444387435913
77,0.20031198859214783
78,0.26455938816070557
79,0.28112196922302246
80,0.24834255874156952
81,0.350347101688385
82,0.5042109489440918
83,0.27663445472717285
84,0.4370543658733368
85,0.13177591562271118
86,0.2097901999950409
87,0.44430065155029297
88,0.16208988428115845
89,0.36834919452667236
90,0.3937012553215027
91,0.3595014214515686
92,0.34753865003585815
93,0.2655937671661377
94,0.3017616868019104
95,0.22191792726516724
96,0.2768893837928772
97,0.39935553073883057
98,0.3463861048221588
99,0.23295815289020538
100,0.2639533281326294
101,0.24435269832611084
102,0.2129753679037094
103,0.38942399621009827
104,0.2983924150466919
105,0.19277960062026978
106,0.1928093284368515
107,0.13071517646312714
108,0.17615365982055664
109,0.26694589853286743
110,0.30633577704429626
111,0.3052253723144531
112,0.19830292463302612
113,0.36433929204940796
114,0.3063332736492157
115,0.2672567367553711
116,0.30398106575012207
117,0.48865219950675964
118,0.20509940385818481
119,0.1951972246170044
120,0.4006265699863434
121,0.2056460678577423
122,0.3475978374481201
123,0.2747577428817749
124,0.35562723875045776
125,0.2503957748413086
126,0.2345981001853943
127,0.2917500138282776
128,0.3232252895832062
129,0.37418127059936523
130,0.25897642970085144
131,0.2029591053724289
132,0.25248104333877563
133,0.2916605770587921
134,0.10289615392684937
135,0.3339399993419647
136,0.20640897750854492
137,0.1941806972026825
138,0.22250047326087952
139,0.2423691302537918
140,0.3629205524921417
141,0.2231249064207077
142,0.2936602830886841
143,0.29765281081199646
144,0.18220332264900208
145,0.2759230434894562
146,0.12206697463989258
147,0.32815825939178467
148,0.190636545419693
149,0.2970298230648041
150,0.3027283549308777
151,0.14697711169719696
152,0.12402784824371338
153,0.3730144500732422
154,0.3536229133605957
155,0.2281547337770462
156,0.18737930059432983
157,0.2171170562505722
158,0.1790313422679901
159,0.3146705627441406
160,0.31638532876968384
161,0.32341310381889343
162,0.4496365785598755
163,0.296416312456131
164,0.28205788135528564
165,0.3867368996143341
166,0.1266516149044037
167,0.2413979321718216
168,0.23397012054920197
169,0.34162062406539917
170,0.23090936243534088
171,0.17466527223587036
172,0.31699058413505554
173,0.391641765832901
174,0.2426147758960724
175,0.2765401303768158
176,0.4836912453174591
177,0.19771693646907806
178,0.19453707337379456
179,0.18610534071922302
180,0.27793973684310913
181,0.2938629388809204
182,0.3844001889228821
183,0.2690871059894562
184,0.23610669374465942
185,0.16334889829158783
186,0.12984758615493774
187,0.4230041801929474
188,0.23139771819114685
189,0.21706871688365936
190,0.2907176613807678
191,0.16995301842689514
192,0.27777108550071716
193,0.25814545154571533
194,0.34799113869667053
195,0.21420662105083466
196,0.16724953055381775
197,0.22233328223228455
198,0.26916709542274475
199,0.29294371604919434
200,0.31116074323654175
201,0.3363003730773926
202,0.27444788813591003
203,0.28669506311416626
204,0.14029033482074738
205,0.30524832010269165
206,0.3722946047782898
207,0.24114377796649933
208,0.2609155774116516
209,0.15807047486305237
210,0.27838099002838135
211,0.21125146746635437
212,0.22559356689453125
213,0.31825578212738037
214,0.1291954219341278
215,0.31029120087623596
216,0.21811354160308838
217,0.21091406047344208
218,0.23463907837867737
219,0.053552623838186264
220,0.26948487758636475
221,0.19432078301906586
222,0.36733344197273254
223,0.14113204181194305
224,0.35252851247787476
225,0.3747901916503906
226,0.2335934340953827
227,0.36603981256484985
228,0.3585296869277954
229,0.1696588695049286
230,0.2728317975997925
231,0.28507712483406067
232,0.2456485629081726
233,0.1252845972776413
234,0.2514997124671936
235,0.09659098833799362
236,0.19426731765270233
237,0.18218591809272766
238,0.2703707218170166
239,0.13873502612113953
240,0.32463568449020386
241,0.3583352267742157
242,0.27344605326652527
243,0.11362195760011673
244,0.1807849109172821
245,0.3784431517124176
246,0.25779300928115845
247,0.404147207736969
248,0.19445988535881042
249,0.18274718523025513
250,0.23772788047790527
251,0.15416878461837769
252,0.26393359899520874
253,0.24707594513893127
254,0.27992838621139526
255,0.06034311652183533
256,0.3095476031303406
257,0.21023577451705933
258,0.40051692724227905
259,0.16093981266021729
260,0.25071126222610474
261,0.1921568214893341
262,0.17378202080726624
263,0.14442309737205505
264,0.28041183948516846
265,0.14621184766292572
266,0.25334253907203674
267,0.21962463855743408
268,0.4295336604118347
269,0.2711871266365051
270,0.34941989183425903
271,0.23500686883926392
272,0.22500763833522797
273,0.2962784767150879
274,0.13701319694519043
275,0.2637554109096527
276,0.3035018742084503
277,0.17113611102104187
278,0.2839289605617523
279,0.14818118512630463
280,0.2178376466035843
281,0.20257529616355896
282,0.3350231945514679
283,0.28935402631759644
284,0.18099187314510345
285,0.2956843376159668
286,0.1779181957244873
287,0.20151931047439575
288,0.2087583839893341
289,0.3206591010093689
290,0.2224535048007965
291,0.25419193506240845
292,0.23493614792823792
293,0.22852960228919983
294,0.27099424600601196
295,0.22786805033683777
296,0.235250785946846
297,0.3191092610359192
298,0.19540826976299286
299,0.18412356078624725
300,0.22520455718040466
301,0.2604259252548218
302,0.20998167991638184
303,0.23313137888908386
304,0.2090742141008377
305,0.23076733946800232
306,0.1151970624923706
307,0.21248167753219604
308,0.2202962338924408
309,0.188598170876503
310,0.20838981866836548
311,0.36701393127441406
312,0.15440630912780762
313,0.24942490458488464
314,0.218880295753479
315,0.13002657890319824
316,0.33247968554496765
317,0.2814701795578003
318,0.26432889699935913
319,0.2285633683204651
320,0.2663283348083496
321,0.2305373251438141
322,0.20987007021903992
323,0.20063261687755585
324,0.24978607892990112
325,0.11315447837114334
326,0.2629220485687256
327,0.21495512127876282
328,0.25599050521850586
329,0.1642344892024994
330,0.22818335890769958
331,0.08871705830097198
332,0.09749579429626465
333,0.2573307454586029
334,0.1499066799879074
335,0.14922980964183807
336,0.16803869605064392
337,0.23277145624160767
338,0.24640990793704987
339,0.24385911226272583
340,0.28577208518981934
341,0.2413800060749054
342,0.24905547499656677
343,0.2821877896785736
344,0.18043285608291626
345,0.2115323543548584
346,0.22870829701423645
347,0.31803208589553833
348,0.16704165935516357
349,0.21852700412273407
350,0.16765202581882477
351,0.2838006317615509
352,0.22883141040802002
