step,phase,loss_total,objective,grad_norm,control_rms,elapsed_sec
1,train,5557.65869140625,25.598878860473633,1.4785919522497557,0.6286815404891968,11.796768445055932
100,train,8307.1689453125,13.623798847198486,0.5795117534268021,0.4815356135368347,1035.7519015951548
200,train,30621.66015625,12.307974815368652,1.0527630195189601,0.45143792033195496,2070.2778207049705
300,train,1744.748291015625,13.271649360656738,0.37434320666902926,0.4715025722980499,3104.6317685360555
400,train,271.2038879394531,13.358617305755615,0.14219734919217605,0.47858497500419617,4138.9548089939635
500,train,257.3399963378906,13.576910972595215,0.22279561072988366,0.5000957250595093,5173.421467341948
600,train,2691.007568359375,12.7726469039917,0.4678010130047402,0.4674849808216095,6207.929314637091
700,train,281.1279296875,13.959527492523193,0.261822892382578,0.5061706304550171,7242.3294264951255
800,train,76.85884094238281,15.104602336883545,0.3577237574424012,0.5439892411231995,8276.644251680002
900,train,3574.779541015625,17.095489501953125,0.8912188379001584,0.5582508444786072,9311.014549097046
1000,train,107203.4296875,14.051467418670654,2.1094959170612233,0.5145166516304016,10345.332958856132
1100,train,68998.3203125,12.52269983291626,1.5625665940063271,0.463152676820755,11379.451807491947
1200,train,56.05498123168945,13.54535436630249,0.1206566553666096,0.5025942325592041,12413.632130112033
1300,train,3284.1767578125,13.591538906097412,0.6526410580129949,0.49796658754348755,13447.758716371143
1400,train,73562.203125,14.675954341888428,1.3813211262542657,0.5327849984169006,14481.865328913089
1500,train,120.15830993652344,14.282689094543457,0.18693737513768785,0.5156762003898621,15516.053462145152
1600,train,828.6304321289062,13.831722736358643,0.23751250257869966,0.49957597255706787,16550.256698520156
1700,train,497.23870849609375,15.569011688232422,0.19004466835830597,0.5477550029754639,17584.421461079037
1800,train,2191.44775390625,13.916088104248047,0.37529878406465,0.505314826965332,18618.735677300952
1900,train,376.6688232421875,14.33217477798462,0.3838262867322312,0.5169666409492493,19653.048442370025
2000,train,662.995361328125,16.928144454956055,0.2681699621372838,0.579104483127594,20687.335698774084
2100,train,451.1688232421875,15.450624465942383,0.22416951327686568,0.5382182598114014,21721.59204503405
2200,train,7441841152.0,14.927315711975098,649.6721648262483,0.5382436513900757,22756.00199304009
2300,train,155.82479858398438,13.01260757446289,0.2209003969899593,0.48424452543258667,23790.41949663707
2400,train,203.38633728027344,13.291625499725342,0.16508885123679265,0.489352822303772,24823.949655591045
2500,train,41057.6875,14.604100227355957,1.0505616307319605,0.5207763910293579,25856.602304449072
2600,train,17086.396484375,15.090565204620361,0.5527043692122862,0.532325267791748,26888.388667586958
2700,train,62697.58203125,14.006690979003906,0.942385638478062,0.5051108598709106,27923.945471331943
2800,train,643.2327880859375,13.784231185913086,0.20397540607453352,0.4909135401248932,28958.68635324505
2900,train,230.81619262695312,13.665137767791748,0.211793404226456,0.5101640820503235,29993.823452048004
3000,train,17656.818359375,13.980809450149536,0.4950001063682918,0.528327226638794,31028.192474184092
