step,phase,loss_total,discrepancy_objective,complete_objective,running_cost,grad_norm,mmd_observed_path,mmd_increments,mmd_terminal,mmd_global_rv,mmd_abs_return_acf,mmd_squared_return_acf
1,source,637.6473999023438,2.1562578678131104,2.156257867813111,5.568878992216481e-16,11.457891911182434,7.522106170654297e-05,8.106231689453125e-06,0.0001633167266845703,0.008499383926391602,0.0028104782104492188,0.004159033298492432
100,source,1431.8665771484375,2.8131392002105713,2.814982205047272,0.0018430048367008567,46.99943728443543,0.00017559528350830078,8.344650268554688e-06,2.9802322387695312e-05,0.010886430740356445,0.003145456314086914,0.023812055587768555
200,source,1638.9478759765625,3.075845241546631,3.0815030452795327,0.005657803732901812,52.7108032939509,0.0008053779602050781,9.775161743164062e-06,0.0026357173919677734,0.004924774169921875,0.002517104148864746,0.010144233703613281
300,source,440.90655517578125,1.7322440147399902,1.734313711291179,0.0020696965511888266,2.3496865940009806,0.00029337406158447266,7.152557373046875e-06,0.00048279762268066406,0.0022956132888793945,0.002489924430847168,0.015285372734069824
400,source,276.13397216796875,1.5548951625823975,1.5558644173434004,0.0009692547610029578,9.09767777287523,0.00016927719116210938,6.556510925292969e-06,0.00027382373809814453,0.003930211067199707,0.0024857521057128906,0.004112124443054199
500,source,351.783203125,1.7660833597183228,1.7701833080500364,0.0040999483317136765,13.374717356784105,0.0009261369705200195,7.510185241699219e-06,0.0009649991989135742,0.0018639564514160156,0.0024148225784301758,0.012054085731506348
600,source,993.7451782226562,2.208549976348877,2.2134991260245442,0.004949149675667286,23.75735443022366,0.0006737709045410156,7.748603820800781e-06,0.0013687610626220703,0.003178834915161133,0.0022699832916259766,0.006452322006225586
700,source,191.32485961914062,1.4065160751342773,1.4088793117552996,0.0023632366210222244,7.462654308075753,0.0001583099365234375,8.106231689453125e-06,0.00026679039001464844,0.001953125,0.0022374391555786133,0.0069817304611206055
800,source,370.5556640625,1.5660874843597412,1.5675136127974838,0.001426128437742591,12.480022418707867,0.0001773834228515625,6.4373016357421875e-06,0.0014023780822753906,0.0018203258514404297,0.002173304557800293,0.003575563430786133
900,source,456.9956970214844,1.796351432800293,1.8001806444954127,0.0038292116951197386,8.888223421547929,0.0002918243408203125,7.867813110351562e-06,0.0003459453582763672,0.0015321969985961914,0.002938985824584961,0.02292501926422119
1000,source,290.51507568359375,1.3540161848068237,1.3559863504488021,0.001970165641978383,10.07242188852338,4.649162292480469e-05,7.748603820800781e-06,0.00036275386810302734,0.001031041145324707,0.0022602081298828125,0.006371259689331055
1100,source,768.0838012695312,2.268465757369995,2.2725348053500056,0.0040690479800105095,35.13414682132518,0.0005792379379272461,8.58306884765625e-06,0.0007131099700927734,0.005429387092590332,0.0020562410354614258,0.006909608840942383
1200,source,469.3625183105469,1.6235864162445068,1.6265175719745457,0.0029311557300388813,16.015866957092857,0.00021386146545410156,7.3909759521484375e-06,0.00046706199645996094,0.0017627477645874023,0.002020597457885742,0.004717230796813965
1300,source,448.25799560546875,1.5978999137878418,1.5992899528937414,0.001390039105899632,5.111366730559993,0.0001773834228515625,7.62939453125e-06,0.0006835460662841797,0.002209305763244629,0.0022579431533813477,0.004648804664611816
1400,source,96.99494934082031,1.2225087881088257,1.2249888631049544,0.0024800749961286783,2.8258459161733107,0.00023615360260009766,8.463859558105469e-06,8.797645568847656e-05,0.0008373260498046875,0.0022466182708740234,0.0033941268920898438
1500,source,707.5234985351562,2.0901317596435547,2.0927506426814944,0.0026188830379396677,30.514366117099172,0.00014674663543701172,7.152557373046875e-06,0.0007303953170776367,0.003917813301086426,0.002310037612915039,0.005694925785064697
1600,source,917.358642578125,2.004643201828003,2.0065732619259506,0.0019300600979477167,43.700099668509175,0.0004451274871826172,6.67572021484375e-06,0.00020432472229003906,0.005028843879699707,0.0022200345993041992,0.004068136215209961
1700,source,881.7818603515625,2.6555957794189453,2.657643277896568,0.0020474984776228666,35.915733428502804,0.0010690689086914062,7.867813110351562e-06,0.0023075342178344727,0.006280779838562012,0.0024591684341430664,0.0100860595703125
1800,source,170.00466918945312,1.3481327295303345,1.349371550604701,0.0012388210743665695,5.458916887634308,0.0001016855239868164,8.344650268554688e-06,0.00016689300537109375,0.001433730125427246,0.002241849899291992,0.004711806774139404
1900,source,369.1854553222656,1.8210057020187378,1.824547755299136,0.0035420532803982496,12.13513830193801,0.0003682374954223633,8.106231689453125e-06,0.0008825063705444336,0.00272369384765625,0.0022706985473632812,0.005309939384460449
2000,source,406.0118103027344,1.6443322896957397,1.6468178189825267,0.002485529286786914,22.314485306330543,0.0005486011505126953,7.3909759521484375e-06,0.0007888078689575195,0.0024002790451049805,0.00219571590423584,0.0036184191703796387
2100,source,880.46728515625,1.9849259853363037,1.9882581452839077,0.003332159947603941,11.526597715175088,0.0007064342498779297,6.794929504394531e-06,0.001585245132446289,0.0009019374847412109,0.002074003219604492,0.004583120346069336
2200,source,722.1005249023438,1.7622839212417603,1.7635230156593025,0.0012390944175422192,28.760476677723293,0.00044035911560058594,7.152557373046875e-06,0.0008817911148071289,0.0027855634689331055,0.00220334529876709,0.004601120948791504
2300,source,194.18069458007812,1.3830211162567139,1.384769517579116,0.00174840132240206,2.587655750965831,7.832050323486328e-05,6.794929504394531e-06,0.00040841102600097656,0.001704096794128418,0.002347588539123535,0.004144489765167236
2400,source,844.7530517578125,1.939950704574585,1.9421862645540386,0.002235559979453683,8.17960071005316,0.000983119010925293,6.67572021484375e-06,0.001645803451538086,0.0005509853363037109,0.00205075740814209,0.0033692121505737305
2500,source,577.4542236328125,1.7084226608276367,1.7110968208871782,0.002674160059541464,20.742611711011204,0.0004767179489135742,5.841255187988281e-06,0.0004392862319946289,0.0020275115966796875,0.0022984743118286133,0.004054069519042969
2600,source,90.86099243164062,1.0918769836425781,1.0940316005144268,0.0021546168718487024,7.36752267324878,0.00010800361633300781,7.033348083496094e-06,0.00010943412780761719,0.0004086494445800781,0.0021475553512573242,0.003305673599243164
2700,source,722.8319702148438,1.9090845584869385,1.9103858603630215,0.0013013018760830164,32.15885528299357,0.0013201236724853516,6.318092346191406e-06,0.001114964485168457,0.0026879310607910156,0.0020792484283447266,0.003376483917236328
2800,source,1297.3572998046875,2.3470568656921387,2.3492154399864376,0.0021585742942988873,31.845301295169413,0.0006055831909179688,6.67572021484375e-06,0.0020971298217773438,0.003826618194580078,0.0021396875381469727,0.005353569984436035
2900,source,598.888671875,1.6546094417572021,1.6567190759815276,0.0021096342243254185,16.48567096821546,0.0003478527069091797,9.417533874511719e-06,0.0006053447723388672,0.0013308525085449219,0.0022777318954467773,0.004440426826477051
3000,source,937.497802734375,2.3289198875427246,2.3315674781333655,0.0026475905906409025,46.74265374686417,0.0003694295883178711,1.0013580322265625e-05,0.0003211498260498047,0.005474567413330078,0.002355813980102539,0.010693669319152832
