step,phase,loss_total,discrepancy_objective,complete_objective,running_cost,grad_norm,mmd_observed_path,mmd_increments,mmd_terminal,mmd_global_rv,mmd_abs_return_acf,mmd_squared_return_acf
1,source,1605.06103515625,2.850616216659546,2.8506162166595463,5.619949255584403e-16,44.02760697313959,0.0015009641647338867,7.271766662597656e-06,0.0031321048736572266,0.005294203758239746,0.0026891231536865234,0.004956543445587158
100,source,1099.023681640625,3.272533416748047,3.276129453908652,0.003596037160605192,44.01862648855723,0.0003947019577026367,7.3909759521484375e-06,0.0006444454193115234,0.009139776229858398,0.002770066261291504,0.02144646644592285
200,source,361.4386291503906,1.7488300800323486,1.7506039863219485,0.0017739062895998359,4.7941894350587555,0.00018858909606933594,8.344650268554688e-06,0.0002903938293457031,0.003912448883056641,0.002675771713256836,0.013489723205566406
300,source,342.77947998046875,1.5850775241851807,1.5872119527775794,0.0021344285923987627,12.721618639898413,0.00021517276763916016,6.556510925292969e-06,0.0003203153610229492,0.002589583396911621,0.0024274587631225586,0.008661031723022461
400,source,825.941650390625,2.223567008972168,2.225460193818435,0.0018931848462671041,13.609600678969512,0.0006105899810791016,6.9141387939453125e-06,0.001033782958984375,0.0035657882690429688,0.0024831295013427734,0.012958049774169922
500,source,249.93276977539062,1.4138866662979126,1.415023255860433,0.0011365895625203848,12.615620733976588,8.165836334228516e-05,6.079673767089844e-06,0.00015103816986083984,0.0025376081466674805,0.002575397491455078,0.0037348270416259766
600,source,697.0559692382812,1.9554320573806763,1.9578254602383822,0.0023934028577059507,27.42252313983639,0.00031566619873046875,7.3909759521484375e-06,0.00032341480255126953,0.003748655319213867,0.0023484230041503906,0.011774897575378418
700,source,345.61663818359375,1.4493396282196045,1.4510744678555056,0.001734839635901153,16.526104528301758,0.00026702880859375,4.76837158203125e-06,0.00033533573150634766,0.002371668815612793,0.0023305416107177734,0.0036907196044921875
800,source,423.6746520996094,1.8104729652404785,1.8130809608846903,0.002607995644211769,9.419016441540872,0.00020933151245117188,6.9141387939453125e-06,0.00010502338409423828,0.005638599395751953,0.0024716854095458984,0.00805819034576416
900,source,420.682373046875,1.511319637298584,1.5129784479504451,0.0016588106518611312,16.187175987058907,0.00026345252990722656,5.7220458984375e-06,0.0005171298980712891,0.0020644664764404297,0.0021659135818481445,0.0034366846084594727
