step,phase,loss_total,discrepancy_objective,complete_objective,running_cost,grad_norm,mmd_observed_path,mmd_increments,mmd_terminal,mmd_global_rv,mmd_abs_return_acf,mmd_squared_return_acf
1,source,1152.2650146484375,2.441709041595459,2.4417090415954594,5.567768849659986e-16,43.144239650723506,0.0001571178436279297,9.655952453613281e-06,0.00045871734619140625,0.009172916412353516,0.002922534942626953,0.004893302917480469
100,source,1124.0123291015625,2.3558526039123535,2.3565060544060543,0.0006534504937008023,24.326967009463186,0.0011284351348876953,8.463859558105469e-06,0.001574397087097168,0.004878878593444824,0.0024290084838867188,0.004896759986877441
200,source,376.4345397949219,1.5454657077789307,1.5487780396360904,0.0033123318571597338,16.929070752382515,0.00016641616821289062,8.344650268554688e-06,0.00031304359436035156,0.0026578903198242188,0.0022923946380615234,0.009014368057250977
300,source,261.47210693359375,1.468489170074463,1.470219790819101,0.001730620744638145,6.734592779265948,9.071826934814453e-05,9.298324584960938e-06,9.500980377197266e-05,0.0023688077926635742,0.0026782751083374023,0.01733255386352539
400,source,2369.045166015625,3.6326844692230225,3.6341823197435588,0.0014978505205363035,63.698859722978156,0.001394510269165039,6.67572021484375e-06,0.002268671989440918,0.009718179702758789,0.002306699752807617,0.02177250385284424
500,source,254.75466918945312,1.6261554956436157,1.6282347817905247,0.0020792861469089985,11.106002799388662,0.0001817941665649414,7.3909759521484375e-06,0.00010848045349121094,0.0022907257080078125,0.002623915672302246,0.014758825302124023
600,source,760.24951171875,1.926375150680542,1.9298049458302557,0.0034297951497137547,38.94616832271092,0.0001894235610961914,8.702278137207031e-06,0.00016570091247558594,0.004596710205078125,0.002378106117248535,0.004201114177703857
700,source,281.6285705566406,1.42995023727417,1.4330914821475744,0.003141244873404503,14.097596796644485,5.1975250244140625e-05,7.867813110351562e-06,8.046627044677734e-05,0.0013515949249267578,0.002436518669128418,0.011264920234680176
800,source,127.30451965332031,1.2583532333374023,1.2599486303515732,0.001595397014170885,8.812218635587206,8.928775787353516e-05,7.271766662597656e-06,6.127357482910156e-05,0.0007277727127075195,0.002364635467529297,0.006708025932312012
900,source,310.373779296875,1.5424944162368774,1.5446854806505144,0.002191064413636923,20.041073514927053,0.00048089027404785156,6.67572021484375e-06,0.0006175041198730469,0.0017118453979492188,0.00222015380859375,0.005856156349182129
