step,train_bce
50,0.696763
100,0.699077
150,0.695709
200,0.69267
250,0.69403
300,0.695197
350,0.694201
400,0.69336
450,0.692929
500,0.693329
550,0.692438
600,0.692772
650,0.69501
700,0.692975
750,0.692797
800,0.693544
850,0.693172
900,0.693178
950,0.693307
1000,0.692732
1050,0.692743
1100,0.693646
1150,0.693805
1200,0.692516
1250,0.693015
1300,0.693472
1350,0.693122
1400,0.693202
1450,0.695055
1500,0.692329
1550,0.693232
1600,0.69346
1650,0.693106
1700,0.692985
1750,0.693388
1800,0.69295
1850,0.693948
1900,0.693063
1950,0.694706
2000,0.693905
