step,train_bce
50,0.693306
100,0.692754
150,0.691608
200,0.693043
250,0.69138
300,0.692219
350,0.694094
400,0.693074
450,0.692768
500,0.692997
550,0.693479
600,0.693144
650,0.693212
700,0.692436
750,0.693873
800,0.693566
850,0.693066
900,0.693563
950,0.691212
1000,0.693631
1050,0.692536
1100,0.692821
1150,0.69291
1200,0.694249
1250,0.693047
1300,0.69319
1350,0.693004
1400,0.69315
1450,0.693423
1500,0.692807
1550,0.693201
1600,0.693249
1650,0.693187
1700,0.69214
1750,0.692117
1800,0.691724
1850,0.693773
1900,0.693726
1950,0.694432
2000,0.693133
