step,train_bce
50,0.696251
100,0.693202
150,0.6913
200,0.692985
250,0.693704
300,0.695013
350,0.693079
400,0.693395
450,0.693506
500,0.693019
550,0.693397
600,0.693052
650,0.693852
700,0.693385
750,0.690363
800,0.693693
850,0.694276
900,0.69462
950,0.691972
1000,0.693206
1050,0.693277
1100,0.693061
1150,0.693079
1200,0.691704
1250,0.692913
1300,0.693665
1350,0.693248
1400,0.693449
1450,0.692953
1500,0.693818
1550,0.691717
1600,0.693723
1650,0.694172
1700,0.693001
1750,0.693769
1800,0.692657
1850,0.692265
1900,0.692735
1950,0.693029
2000,0.693716
