epoch,total_loss,reconstruction_loss,kl_loss,lr
0,1045.0584411132813,124.88238663330078,45.99934807047844,0.001
1,736.8445204589843,82.219351953125,79.08970529785157,0.001
2,540.5103065917968,51.77000546264649,126.35026177978516,0.001
3,485.15694990234374,43.28558091430664,138.87230275878906,0.001
4,451.4804705078125,37.99287686462402,147.53745522460937,0.001
5,415.1740610351562,32.14558864440918,158.00935178222656,0.001
6,404.16397734375,30.445998568725585,160.5959891845703,0.001
7,381.05578115234374,26.831907705688476,166.40051987304687,0.001
8,359.7629023925781,23.660243173217772,170.4809574951172,0.001
9,346.2284733886719,21.60835401763916,173.3616416748047,0.001
10,337.1318689453125,20.404151374816895,173.8986580566406,0.001
11,330.76969873046875,19.456656274414062,175.116448828125,0.001
12,325.11312543945314,18.572729508972166,176.53128835449218,0.001
13,319.84403203125,17.900861906433107,176.6371365234375,0.001
14,317.2585460449219,17.504813395690917,177.22003823242187,0.001
15,314.85233706054686,17.1753716217041,177.44936489257813,0.001
16,311.5718694824219,16.758490956115722,177.50394194335937,0.001
17,308.8835849609375,16.34240119934082,178.14437551269532,0.001
18,306.28706889648436,16.105554859924318,177.44262995605467,0.001
19,305.1930682861328,15.912879933166504,177.89002795410155,0.001
20,304.70813676757814,15.741520013427735,178.77597717285155,0.001
21,303.5656537597656,15.681452096557617,178.11403659667968,0.001
22,301.61514418945313,15.421918241882324,178.23979809570312,0.001
23,299.75737612304687,15.193951727294921,178.20576181640624,0.001
24,300.4407036621094,15.1835318359375,178.97244895019531,0.001
25,299.91174794921875,15.119818663024903,178.953198828125,0.001
26,297.49916484375,14.908386250305176,178.23207436523438,0.001
27,296.8989031738281,14.778910414123535,178.66761896972656,0.001
28,297.16551923828126,14.745841459655761,179.19878759765626,0.001
29,295.6213871582031,14.629442506408692,178.58584670410156,0.001
30,295.13074279785155,14.541837800598145,178.79604038085938,0.001
31,294.67577905273436,14.536819064331056,178.38122666015624,0.001
32,294.0189855957031,14.39100989227295,178.8909068359375,0.001
33,293.24019208984373,14.36333201751709,178.33353491210937,0.001
34,293.67807470703127,14.288602096557618,179.36925776367187,0.001
35,293.5069337402344,14.224257972717286,179.71286979980468,0.001
36,294.12134291992186,14.212750900268555,180.4193356689453,0.001
37,292.96478784179686,14.268262901306151,178.81868513183593,0.001
38,293.22034365234373,14.169416255187988,179.8650130859375,0.001
39,292.19767026367185,14.172195835876465,178.82010329589843,0.001
40,291.7566952148438,14.074571600341796,179.16012248535156,0.001
41,291.16963962402343,14.085637173461913,178.4845416503906,0.001
42,291.9955272949219,14.007177328491212,179.93810888671874,0.001
43,290.9844928222656,14.011220318603515,178.8947302734375,0.001
44,291.4066404785156,14.020471649169922,179.2428676269531,0.001
45,290.177267578125,13.908036882019044,178.91297255859374,0.001
46,290.40248208007813,13.884966749572754,179.32274860839843,0.001
47,290.8596588623047,13.997187977600097,178.88215498046875,0.001
48,289.710712109375,13.833940063476563,179.03919111328125,0.001
49,290.05833295898435,13.882959912109374,178.9946533935547,0.001
50,290.5012379638672,13.864178187561036,179.58781223144533,0.001
51,289.4670599609375,13.759506988525391,179.3910041015625,0.001
52,288.55589291992186,13.755602563476563,178.51107248535158,0.001
53,289.16611616210935,13.748793872070312,179.17576496582032,0.001
54,289.2781783203125,13.697299726867676,179.6997802734375,0.001
55,288.676750390625,13.744019389343261,178.72459575195313,0.001
56,287.97069736328126,13.704942616271973,178.33115600585938,0.001
57,288.1624187988281,13.70767391052246,178.5010277832031,0.001
58,287.9144567626953,13.626762477111816,178.90035627441407,0.001
59,286.9828917480469,13.518773419189452,178.8327043701172,0.001
60,287.5671620117187,13.611431077575684,178.6757126953125,0.001
61,287.7792128417969,13.599531210327148,178.98296267089844,0.001
62,286.6770596191406,13.55618896484375,178.22754765625,0.001
63,287.1745448974609,13.55889009399414,178.70342431640626,0.001
64,287.2373791748047,13.560891166687012,178.7502497558594,0.001
65,286.99870356445314,13.541558184814454,178.66623806152344,0.001
66,286.81025942382814,13.522910438537597,178.6269755126953,0.001
67,287.3329935546875,13.560873304748535,178.84600803222656,0.001
68,286.037458203125,13.448022843933105,178.45327651367188,0.001
69,287.0544051269531,13.448654179382324,179.46517131347656,0.001
70,286.6792876464844,13.432811228942871,179.21679819335938,0.001
71,285.2255016357422,13.432506785583497,177.7654471435547,0.001
72,285.77027807617185,13.431545013427735,178.31791821289062,0.001
73,285.599030859375,13.410655126953126,178.31378999023437,0.001
74,285.3556790283203,13.403976147460938,178.12386936035156,0.001
75,285.5052385986328,13.396347975158692,178.33445476074218,0.001
76,285.92549765625,13.422958726501465,178.5418276611328,0.001
77,285.9026301513672,13.375049401855469,178.90223518066406,0.001
78,284.92278649902346,13.34510581817627,178.1619395751953,0.001
79,285.5385550292969,13.403574407958985,178.30996000976563,0.001
80,285.32552124023437,13.2848052734375,179.04707924804688,0.001
81,284.615759765625,13.289851518249511,178.2969471191406,0.001
82,284.6246024902344,13.329120652770996,177.99163676757811,0.001
83,284.6508455322266,13.226491868591308,178.83890993652344,0.001
84,283.93567697753906,13.221025955200195,178.1674699951172,0.001
85,284.50512407226563,13.260399464416503,178.42192834472655,0.001
86,284.58692116699217,13.228604540252686,178.75808420410155,0.001
87,284.3617986572266,13.258917906951904,178.29045544433595,0.001
88,284.180862890625,13.180330549621582,178.73821921386718,0.001
89,284.87652026367186,13.18877555847168,179.36631530761719,0.001
90,283.7674303222656,13.241446704101563,177.83585629882813,0.001
91,284.7064589111328,13.260544413757325,178.62210393066405,0.001
92,284.3995936035156,13.182287294006347,178.9412956298828,0.001
93,283.3999068359375,13.124782363891601,178.4016478515625,0.001
94,284.1076562255859,13.139244548034668,178.99370004882812,0.001
95,283.0147016357422,13.169797053527832,177.656325,0.001
96,284.09952048339846,13.162202416992187,178.8019005126953,0.001
97,284.0715966064453,13.18218369293213,178.61412697753906,0.001
98,283.63578740234374,13.12174454498291,178.66183083496094,0.001
99,282.8447974609375,13.08651570968628,178.1526720703125,0.001
100,282.8904485839844,13.098234497070312,178.10457209472656,0.001
101,283.20418400878907,13.070883418273926,178.63711662597657,0.001
102,283.07269619140624,13.083519674682616,178.40453908691407,0.001
103,282.99106423339845,13.07102412261963,178.4228711669922,0.001
104,283.06410056152345,13.051710704040527,178.65041469726563,0.001
105,282.4458479736328,13.096557508850097,177.67338835449218,0.001
106,282.8073403076172,13.070148419189453,178.24615244140625,0.001
107,282.6738326171875,13.041673016357421,178.34044775390626,0.001
108,282.96797412109373,13.080989509582519,178.32005786132814,0.001
109,283.4911505126953,13.092982510375977,178.74729035644532,0.001
110,282.8603714355469,12.972490107727051,179.080450390625,0.001
111,281.5774690673828,12.98679250793457,177.68312924804687,0.001
112,283.0156247314453,13.043759843444825,178.66554572753907,0.001
113,283.51349853515626,12.989922573852539,179.59411748046875,0.001
114,282.2312728515625,13.039870669555665,177.9123065185547,0.001
115,282.16655607910155,12.976628424072265,178.3535287109375,0.001
116,281.84483757324216,12.919537103271484,178.48854130859374,0.001
117,281.9250469238281,12.977528717041016,178.10481677246094,0.001
118,282.61824768066407,13.02416990661621,178.424888671875,0.001
119,282.061571875,12.934864039611817,178.58265966796876,0.001
120,281.70277634277346,12.934201669311523,178.2291634765625,0.001
121,281.3043688720703,12.924824864196777,177.90576997070312,0.001
122,281.9611437988281,12.961144094848633,178.271990625,0.001
123,281.181653515625,12.927076419067383,177.76504240722656,0.001
124,281.7509548339844,12.930328985595704,178.30832329101563,0.001
125,281.6902717529297,12.932475508117676,178.23046767578126,0.001
126,281.1897234130859,12.82390629119873,178.59847238769532,0.001
127,282.54002265625,12.942022624206542,179.00384077148436,0.001
128,281.70505087890626,12.913826489257813,178.39443935546876,0.001
129,281.6374925292969,12.84933678741455,178.84279765625,0.001
130,281.2570391845703,12.904657185363769,178.01978095703126,0.001
131,281.4525643310547,12.917741207885742,178.11063525390625,0.001
132,281.57927133789065,12.899632762145997,178.38220932617187,0.001
133,281.05462360839846,12.841931187438965,178.31917436523437,0.001
134,280.71316962890626,12.850632362365722,177.9081110595703,0.001
135,280.4173806640625,12.7696751953125,178.25997893066406,0.001
136,281.49825673828127,12.839202542114258,178.78463693847655,0.001
137,280.6949776123047,12.795769479370117,178.32882163085938,0.001
138,281.0017353515625,12.867471705627441,178.06196154785155,0.001
139,281.0210820068359,12.821290719604493,178.45075625,0.001
140,279.93693159179685,12.764231527709962,177.8230791015625,0.001
141,280.5671202392578,12.817102973937988,178.03029638671876,0.001
142,280.6637000732422,12.835080953979492,177.9830526611328,0.001
143,280.15696721191404,12.769821176147461,177.99839799804687,0.001
144,280.8990755859375,12.793935969543456,178.54758833007813,0.001
145,280.17744221191407,12.745358293151856,178.21457563476562,0.001
146,280.31514477539065,12.770323080444335,178.15255998535156,0.001
147,279.729055078125,12.7008925491333,178.12191462402345,0.001
148,279.9896602294922,12.753167086791992,177.964323046875,0.001
149,280.18511291503904,12.745776431274415,178.2189015625,0.001
150,280.4438742919922,12.75510659942627,178.40302158203124,0.001
151,279.67791723632814,12.699081349182128,178.08526713867187,0.001
152,280.64581110839845,12.738173065185547,178.74042661132813,0.001
153,280.671421875,12.687467971801757,179.17167846679686,0.001
154,280.33228879394534,12.781758819580078,178.07821809082031,0.001
155,280.2727149658203,12.700510527038574,178.66863098144532,0.001
156,280.23301279296874,12.722675846862794,178.45160563964845,0.001
157,279.6795598876953,12.67024853515625,178.3175723388672,0.001
158,280.228126953125,12.70272647857666,178.60631584472657,0.001
159,280.1868161376953,12.660318002319336,178.90427265625,0.001
160,280.193977734375,12.678043406677245,178.76963005371093,0.001
161,279.89612409667967,12.67322979888916,178.51028581542968,0.001
162,280.2108684082031,12.670185742950439,178.84938271484376,0.001
163,280.0250094726562,12.678924131774902,178.59361611328126,0.001
164,279.4458770996094,12.66044127960205,178.16234682617187,0.001
165,279.00604873046876,12.59681134185791,178.23155764160157,0.001
166,278.98436481933595,12.601515397644043,178.17224177246095,0.001
167,278.99608017578123,12.625256233215332,177.99402993164063,0.001
168,279.5693581054687,12.609057135009765,178.69690107421874,0.001
169,279.0824696044922,12.643919958496094,177.93110944824218,0.001
170,279.37220327148435,12.614398695373534,178.4570139892578,0.001
171,279.3860298828125,12.626094416809082,178.37727456054688,0.001
172,279.50581166992185,12.641644345092773,178.3726576171875,0.001
173,278.9352194580078,12.62012518157959,177.974217578125,0.001
174,278.26424377441407,12.569871012878417,177.70527561035155,0.001
175,279.0180832519531,12.539879611206056,178.69904692382812,0.001
176,278.67815415039064,12.561254159545898,178.1881203857422,0.001
177,279.5602581542969,12.589404229736328,178.8450244873047,0.001
178,277.97928852539064,12.552498052978516,177.55930400390625,0.001
179,279.1967794189453,12.647118602752686,178.0198311767578,0.001
180,279.1951460693359,12.581538117980957,178.54284138183593,0.001
181,278.49551594238284,12.529830793762207,178.2568691894531,0.001
182,278.3002532714844,12.562655906677247,177.79900588378905,0.001
183,278.93079809570315,12.608834608459473,178.0601211425781,0.001
184,278.64244375,12.559175871276855,178.16903708496093,0.001
185,278.0115333984375,12.519138862609863,177.8584223876953,0.001
186,279.0731056396484,12.53203088684082,178.81685842285157,0.001
187,277.9432813720703,12.485903639221192,178.056052734375,0.001
188,279.140976953125,12.58082264328003,178.4943962158203,0.001
189,278.1676990234375,12.486624655151367,178.2747020751953,0.001
190,278.6952175048828,12.482370483398437,178.83625349121093,0.001
191,278.92388540039065,12.547512266540528,178.54378708496094,0.001
192,278.91867141113283,12.516853576660155,178.78384328613282,0.001
193,278.06454865722657,12.45871209564209,178.39485180664062,0.001
194,278.09312856445314,12.497793661499024,178.11078022460939,0.001
195,278.8347551025391,12.490206806945801,178.91310043945313,0.001
196,277.9852785888672,12.473381720733643,178.19822458496094,0.001
197,277.6187041748047,12.443308122253418,178.07223928222658,0.001
198,278.43733862304686,12.506129873657226,178.3882994873047,0.001
199,277.8513091064453,12.526211470031738,177.6416176513672,0.001
200,277.7877432373047,12.495066275024413,177.82721298828125,0.001
201,278.9305237792969,12.504294184875489,178.89617028808593,0.001
202,277.4654356201172,12.468330352783203,177.71879306640625,0.001
203,277.5249024169922,12.405204132080078,178.28326918945314,0.001
204,278.38538654785157,12.48123371887207,178.53551635742187,0.001
205,278.2248899658203,12.449979719543457,178.62505236816406,0.001
206,277.83004677734374,12.46287583770752,178.12703989257813,0.001
207,277.422715625,12.409957658386231,178.1430541503906,0.001
208,278.25058315429686,12.427941062927246,178.82705458984375,0.001
209,277.91758447265624,12.442036975097656,178.38128901367187,0.001
210,278.1758789794922,12.455749349975585,178.52988393554688,0.001
211,276.98749658203127,12.392838119506836,177.8447916015625,0.001
212,277.8070786376953,12.437612161254883,178.30618200683594,0.001
213,278.19445295410156,12.381802043151856,179.1400364746094,0.001
214,278.42495903320315,12.424233598327637,179.03109008789062,0.001
215,277.4911232421875,12.371069013977051,178.5225713623047,0.001
