epoch,total_loss,reconstruction_loss,kl_loss,lr
0,393.2748549316406,125.33942867431641,17.256568344926833,0.001
1,323.7322427734375,97.24323336181641,32.00254249572754,0.001
2,312.4897015136719,91.70221330566406,37.38306147766113,0.001
3,306.03852485351564,87.84995624389649,42.488656591796875,0.001
4,297.60299616699217,83.1377658996582,48.18969827270508,0.001
5,294.65801389160157,81.88380833129882,49.006588458251954,0.001
6,284.82275349121096,75.64261707153321,57.89490311279297,0.001
7,280.44691987304685,73.77252780151368,59.12933651123047,0.001
8,278.6214372314453,72.72392452392579,60.449663397216796,0.001
9,277.77649633789065,72.21495714111329,61.13162478027344,0.001
10,273.78790979003907,70.25782125854492,63.01444561767578,0.001
11,264.0088418457031,64.48125393676757,70.5650798034668,0.001
12,262.29284143066405,63.26524385986328,72.49710912475587,0.001
13,260.8188482421875,62.733784814453124,72.61749388427734,0.001
14,259.3171403564453,61.718779583740236,74.16080170288086,0.001
15,253.577378515625,57.70790021362305,80.45367844238281,0.001
16,250.23484851074218,56.0228546081543,82.16628391113281,0.001
17,244.2327083984375,52.713774743652344,86.09138443603516,0.001
18,236.3500817626953,47.96345894165039,92.45970491943359,0.001
19,233.42793122558595,46.53271573181152,93.82978395996093,0.001
20,231.53878935546874,45.6041609588623,94.72630642089844,0.001
21,230.45197126464845,44.77346078186035,96.1315887084961,0.001
22,227.65663857421876,42.87188607177735,99.04098021240235,0.001
23,221.6849868408203,39.6660930847168,102.68670766601562,0.001
24,218.4603978515625,37.88989649047851,104.79070876464844,0.001
25,217.0486352050781,37.20050456542969,105.44712149658203,0.001
26,215.373438671875,36.15585915527344,106.90586102294922,0.001
27,212.99914763183594,33.921478561401365,111.23471218261719,0.001
28,208.81746857910156,32.04872230224609,112.67130137939454,0.001
29,207.22729743652343,31.08247175292969,113.97988250732422,0.001
30,206.62054482421874,30.540857501220703,114.99797260742187,0.001
31,205.16428662109374,30.01554494628906,115.11765162353515,0.001
32,204.9776787841797,29.680404553222655,115.93646540527344,0.001
33,204.1452016845703,29.354612265014648,116.08136492919922,0.001
34,203.7638639404297,29.391268542480468,115.59005863037109,0.001
35,204.19075087890624,29.07614465637207,116.96231680908203,0.001
36,202.8857349609375,28.823040267944336,116.41661437988282,0.001
37,202.35489721679687,28.939538305664062,115.53628244628906,0.001
38,202.57619260253907,28.77584487609863,116.24865814208984,0.001
39,202.32156708984374,28.6862716796875,116.2627523071289,0.001
40,202.04626494140626,28.47579313659668,116.61888568115235,0.001
41,201.95071032714844,28.499868136596678,116.45110563964843,0.001
42,201.51353916015626,28.534442028808595,115.91021291503907,0.001
43,200.81448967285155,28.21431348876953,116.17154909667968,0.001
44,201.10089099121095,28.501596765136718,115.59610059814453,0.001
45,200.953518359375,28.173052587890623,116.434360546875,0.001
46,200.55098190917968,28.044217974853517,116.4183277709961,0.001
47,201.56251916503905,28.251923471069336,116.80674913330078,0.001
48,200.33057861328126,28.13762420654297,115.91770615234375,0.001
49,200.15293479003907,28.19787614746094,115.55930671386719,0.001
50,199.8214783203125,27.93215966796875,116.025,0.001
51,200.46258784179687,28.07491403503418,116.23784602050782,0.001
52,199.59664609375,27.842258645629883,116.06987019042968,0.001
53,200.138834765625,27.99292269897461,116.16006636962891,0.001
54,199.69454187011718,27.75388917236328,116.43287458496094,0.001
55,199.0929981201172,27.729388540649413,115.90483229980468,0.001
56,199.59621875,27.87935518798828,115.95815343017578,0.001
57,199.62512680664062,27.769867239379884,116.31552520751953,0.001
58,198.60294184570313,27.69918808288574,115.50537803955078,0.001
59,199.16106953125,27.685454724121094,116.10470532226563,0.001
60,198.98924606933593,27.690539880371094,115.91762608642578,0.001
61,199.04994252929689,27.542113327026367,116.4236021850586,0.001
62,198.35918278808595,27.42246934814453,116.09177481689453,0.001
63,198.87580849609375,27.758086743164064,115.60154809570312,0.001
