step,phase,loss_total
0,diffusion,1.0056607723236084
100,diffusion,0.2577518820762634
200,diffusion,0.2726345658302307
300,diffusion,0.25625038146972656
400,diffusion,0.2772684097290039
500,diffusion,0.2782978117465973
600,diffusion,0.2665886878967285
700,diffusion,0.2860141694545746
800,diffusion,0.2846033573150635
900,diffusion,0.23312067985534668
1000,diffusion,0.23724940419197083
1100,diffusion,0.2689586877822876
1200,diffusion,0.2717052698135376
1300,diffusion,0.25675806403160095
1400,diffusion,0.2416955679655075
1500,diffusion,0.2791494131088257
1600,diffusion,0.2495293766260147
1700,diffusion,0.257904589176178
1800,diffusion,0.25827595591545105
1900,diffusion,0.229223370552063
2000,diffusion,0.2657071352005005
2100,diffusion,0.2829226553440094
2200,diffusion,0.24671757221221924
2300,diffusion,0.2772747278213501
2400,diffusion,0.2786640524864197
2500,diffusion,0.31064891815185547
2600,diffusion,0.2597510516643524
2700,diffusion,0.2952831983566284
2800,diffusion,0.25985267758369446
2900,diffusion,0.2683908939361572
3000,diffusion,0.27528417110443115
3100,diffusion,0.23510195314884186
3200,diffusion,0.25343793630599976
3300,diffusion,0.2685728073120117
3400,diffusion,0.2636604309082031
3500,diffusion,0.270094096660614
3600,diffusion,0.2630636394023895
3700,diffusion,0.28193214535713196
3800,diffusion,0.26953837275505066
3900,diffusion,0.2475651055574417
4000,diffusion,0.2641341984272003
4100,diffusion,0.27193617820739746
4200,diffusion,0.2579388916492462
4300,diffusion,0.2747325599193573
4400,diffusion,0.2879634499549866
4500,diffusion,0.2514541447162628
4600,diffusion,0.2720302939414978
4700,diffusion,0.2314991056919098
4800,diffusion,0.25589072704315186
4900,diffusion,0.27686607837677
5000,diffusion,0.2508634626865387
5100,diffusion,0.28017765283584595
5200,diffusion,0.25974708795547485
5300,diffusion,0.27828890085220337
5400,diffusion,0.24118702113628387
5500,diffusion,0.2623421549797058
5600,diffusion,0.21030250191688538
5700,diffusion,0.257685124874115
5800,diffusion,0.28436827659606934
5900,diffusion,0.28315025568008423
6000,diffusion,0.19239777326583862
6100,diffusion,0.25565963983535767
6200,diffusion,0.27606314420700073
6300,diffusion,0.2720373272895813
6400,diffusion,0.25930094718933105
6500,diffusion,0.22627472877502441
6600,diffusion,0.25774505734443665
6700,diffusion,0.268898606300354
6800,diffusion,0.2829068601131439
6900,diffusion,0.25222834944725037
7000,diffusion,0.24660730361938477
7100,diffusion,0.29470765590667725
7200,diffusion,0.2418726086616516
7300,diffusion,0.2293369174003601
7400,diffusion,0.27273672819137573
7500,diffusion,0.23658564686775208
7600,diffusion,0.26245802640914917
7700,diffusion,0.26276230812072754
7800,diffusion,0.2797846794128418
7900,diffusion,0.2695242464542389
8000,diffusion,0.2504132390022278
8100,diffusion,0.3305084705352783
8200,diffusion,0.28544124960899353
8300,diffusion,0.22726602852344513
8400,diffusion,0.2928573787212372
8500,diffusion,0.2694825828075409
8600,diffusion,0.23492881655693054
8700,diffusion,0.24538427591323853
8800,diffusion,0.24357104301452637
8900,diffusion,0.25915947556495667
9000,diffusion,0.26762041449546814
9100,diffusion,0.2596091330051422
9200,diffusion,0.272085964679718
9300,diffusion,0.2549148201942444
9400,diffusion,0.27886253595352173
9500,diffusion,0.21382394433021545
9600,diffusion,0.31069114804267883
9700,diffusion,0.2741844654083252
9800,diffusion,0.22178873419761658
9900,diffusion,0.24122799932956696
10000,diffusion,0.24978214502334595
10100,diffusion,0.2418966293334961
10200,diffusion,0.26243793964385986
10300,diffusion,0.26597750186920166
10400,diffusion,0.3018355369567871
10500,diffusion,0.26206904649734497
10600,diffusion,0.26776474714279175
10700,diffusion,0.24755090475082397
10800,diffusion,0.26020950078964233
10900,diffusion,0.2869669198989868
11000,diffusion,0.28147512674331665
11100,diffusion,0.28551042079925537
11200,diffusion,0.26767560839653015
11300,diffusion,0.23926901817321777
11400,diffusion,0.27044734358787537
11500,diffusion,0.28932490944862366
11600,diffusion,0.2683446407318115
11700,diffusion,0.27737244963645935
11800,diffusion,0.2738687992095947
11900,diffusion,0.1881505846977234
12000,diffusion,0.24933338165283203
12100,diffusion,0.2990299463272095
12200,diffusion,0.24481377005577087
12300,diffusion,0.2846236824989319
12400,diffusion,0.2603307366371155
12500,diffusion,0.2779349982738495
12600,diffusion,0.269490122795105
12700,diffusion,0.25712618231773376
12800,diffusion,0.23174628615379333
12900,diffusion,0.2186899483203888
13000,diffusion,0.2665187120437622
13100,diffusion,0.28770774602890015
13200,diffusion,0.21881930530071259
13300,diffusion,0.26954421401023865
13400,diffusion,0.2739502489566803
13500,diffusion,0.2571805715560913
13600,diffusion,0.2621273994445801
13700,diffusion,0.22084790468215942
13800,diffusion,0.2459205687046051
13900,diffusion,0.30508187413215637
14000,diffusion,0.2616914212703705
14100,diffusion,0.271809846162796
14200,diffusion,0.2727518677711487
14300,diffusion,0.2840304970741272
14400,diffusion,0.24929183721542358
14500,diffusion,0.21716424822807312
14600,diffusion,0.23200203478336334
14700,diffusion,0.2879427671432495
14800,diffusion,0.24932175874710083
14900,diffusion,0.2511254847049713
14999,diffusion,0.2644026279449463
