sigma_max,ridge_covariance,ridge_drift,device,elapsed_sec,returncode,sigma_min,lr,steps,seed,num_paths,num_steps,initial_activity,baseline_nll,calibration_nll,validation_nll,validation_gain_over_baseline,clip_saturation_high,clip_saturation_low,spectrum_min,spectrum_mean,spectrum_p99,spectrum_max,saturation_num_paths,failed,stage,admissible,reject_reason
5.0,1e-05,0.001,cuda1,212.0,0,0.001,0.01,300,0,6144,127,0.7100957304544644,-0.002318924070943583,1.9516474802169725,-1.3485923245818623,1.3462734005109187,0.005340335875984252,0.0,0.1055715886469482,0.7575366581394454,4.045566086814406,5.000000000000013,1024,False,screen,True,
5.0,1e-05,0.01,cuda2,194.7,0,0.001,0.01,300,0,6144,127,0.7100957304544644,-0.002318924070943583,-1.3926451755996667,-1.3708973369994815,1.3685784129285379,0.004944328248031496,0.0,0.09855577046215876,0.7209621476101501,3.9353181547983636,5.000000000000013,1024,False,screen,True,
5.0,0.001,0.001,cuda3,192.9,0,0.001,0.01,300,0,6144,127,0.7100957304544644,-0.002318924070943583,-1.4320212687593803,-1.4174621496085782,1.4151432255376346,0.004744402066929134,0.0,0.08059942194058071,0.7187253615182193,3.896142052065337,5.000000000000013,1024,False,screen,True,
5.0,0.001,0.01,cuda3,196.5,0,0.001,0.01,300,0,6144,127,0.7100957304544644,-0.002318924070943583,-1.4448726930412596,-1.4262007206143001,1.4238817965433566,0.004652128444881889,0.0,0.0862102373824581,0.7174909263277431,3.8713382178695177,5.000000000000015,1024,False,screen,True,
8.0,1e-05,0.001,cuda2,193.4,0,0.001,0.01,300,0,6144,127,0.7100957304544644,-0.002318924070943583,-1.3906228331404213,-1.3651023614962792,1.3627834374253356,0.0010044368233267716,0.0,0.03742610611796013,0.7293395500171089,4.0274085063729155,8.000000000000018,1024,False,screen,True,
8.0,1e-05,0.01,cuda1,191.8,0,0.001,0.01,300,0,6144,127,0.7100957304544644,-0.002318924070943583,-1.380418392045331,-1.3550671978724391,1.3527482738014955,0.0010717196727362205,0.0,0.03819708778125247,0.7325313555503465,4.086891728767288,8.000000000000021,1024,False,screen,True,
8.0,0.001,0.001,cuda2,195.6,0,0.001,0.01,300,0,6144,127,0.7100957304544644,-0.002318924070943583,-1.39028124355094,-1.3654479738841951,1.3631290498132516,0.0009871355191929134,0.0,0.047346438178643986,0.725952531436322,3.980400681614158,8.00000000000002,1024,False,screen,True,
8.0,0.001,0.01,cuda3,195.3,0,0.001,0.01,300,0,6144,127,0.7100957304544644,-0.002318924070943583,-1.417344470084739,-1.393496458677345,1.3911775346064015,0.0008573757381889764,0.0,0.05429473170558828,0.7198045079524014,3.866900491635013,8.000000000000018,1024,False,screen,True,
