step,phase,loss_total,objective,grad_norm,control_rms,elapsed_sec
1,train,1675.0869140625,16.187172000258514,8.317869015652258,0.36070752143859863,4.999048340134323
100,train,1208.5684814453125,5.375857097773405,4.24947214072442,0.22224494814872742,212.73134671105072
200,train,338.6697692871094,2.418536463708733,0.7662857052099843,0.2639336585998535,400.8698035280686
300,train,1205.37841796875,4.453808295787894,3.7181052029069095,0.2293606549501419,585.9866713169031
400,train,396.93365478515625,2.3886672057124088,2.075478973125421,0.26564010977745056,769.1236253411043
500,train,2148.15185546875,7.755642103977152,5.547132262527124,0.20014911890029907,951.2489495030604
600,train,492.77197265625,2.759446612577449,1.4049205056467524,0.27040478587150574,1134.7175252640154
700,train,648.2595825195312,4.297728191508213,2.482251165352091,0.22937002778053284,1317.0502166650258
800,train,542.251708984375,4.177009952501976,3.633361671182722,0.2939029633998871,1499.7766457239632
900,train,307.7646789550781,5.186562726434204,3.9341476741062955,0.3187751770019531,1683.1832578259055
1000,train,711.7135620117188,2.15737050572352,0.790120742950415,0.2466413974761963,1866.015119946096
1100,train,327.64813232421875,1.9432584893183957,0.6596782490263354,0.26088395714759827,2048.51243507606
1200,train,1559.705078125,3.2981756324952585,1.9842618638155531,0.2359120398759842,2233.148346042959
1300,train,263.6513977050781,3.404306601260032,1.9441153006529688,0.23743721842765808,2417.612268485129
1400,train,331.9476013183594,2.438519136616378,1.5859928665836536,0.24399380385875702,2602.3838390370365
1500,train,752.965087890625,9.606500536800013,5.539117741914113,0.35612761974334717,2787.135598893976
1600,train,552.778076171875,5.2536429118335946,4.118547440463111,0.3164815902709961,3060.323889130028
1700,train,577.2909545898438,4.237858173810309,2.588983400906615,0.223501518368721,3357.972620151937
1800,train,346.7692565917969,3.9427880377843394,3.504347940636784,0.30765700340270996,3655.012028559111
1900,train,284.583740234375,2.9571842459881736,2.523559545874464,0.27627843618392944,3963.3067993209697
2000,train,412.9821472167969,3.3223854686220875,3.328869554647266,0.2948436737060547,4265.034752879059
2100,train,466.2386779785156,2.793751800683822,1.1578073025671984,0.28984665870666504,4574.849125385052
2200,train,1344.5452880859375,7.112328433722723,5.123868876956355,0.20641157031059265,4882.878529486945
2300,train,366.03759765625,2.739884117996553,1.8017607060663983,0.2393265962600708,5192.822579239029
2400,train,218.01666259765625,2.209158631907485,1.288392918171799,0.27379822731018066,5503.002829028061
2500,train,207.1580352783203,2.42699406153406,1.545946072594137,0.24733415246009827,5807.184395672986
2600,train,398.5022888183594,5.858675950039469,4.915138331280154,0.32887810468673706,6116.640050413087
2700,train,451.1622009277344,2.5457274660639087,1.473189013027604,0.2374686300754547,6423.9226886620745
2800,train,429.0201110839844,2.6704943637450924,2.3694247937554507,0.271840363740921,6732.991629987955
2900,train,987.7879028320312,9.456954426816083,6.81504130233124,0.32708847522735596,7041.196480982937
3000,train,538.91748046875,3.5148681816572207,2.3037885246510608,0.22708575427532196,7348.320759156952
