step,train_bce
50,0.692991
100,0.692656
150,0.692806
200,0.693236
250,0.691032
300,0.691929
350,0.692011
400,0.691712
450,0.693042
500,0.6933
550,0.693181
600,0.693233
650,0.692813
700,0.692664
750,0.693348
800,0.692016
850,0.693184
900,0.693137
950,0.693162
1000,0.696449
1050,0.692811
1100,0.69436
1150,0.693784
1200,0.693258
1250,0.691561
1300,0.69327
1350,0.693814
1400,0.693473
1450,0.692059
1500,0.694016
1550,0.693255
1600,0.693149
1650,0.6935
1700,0.693998
1750,0.693094
1800,0.692983
1850,0.693663
1900,0.693174
1950,0.694244
2000,0.692655
