step,train_bce
50,0.692692
100,0.693596
150,0.697186
200,0.695703
250,0.693228
300,0.698473
350,0.693592
400,0.692602
450,0.694142
500,0.694883
550,0.693466
600,0.693999
650,0.694302
700,0.693362
750,0.695898
800,0.692768
850,0.692474
900,0.69328
950,0.693048
1000,0.692794
1050,0.694591
1100,0.692155
1150,0.691988
1200,0.693144
1250,0.69359
1300,0.691968
1350,0.691712
1400,0.692896
1450,0.692867
1500,0.692699
1550,0.693376
1600,0.693268
1650,0.692541
1700,0.693339
1750,0.69311
1800,0.693088
1850,0.693018
1900,0.693012
1950,0.694282
2000,0.695666
