step,phase,loss_total,objective,grad_norm,control_rms,elapsed_sec
1,train,5.750304222106934,16.9744439215865,0.5879980033573811,0.06829492747783661,8.603838331066072
100,train,1.355578899383545,3.0643549039959908,0.05923033732173588,0.06886326521635056,962.2289095750311
200,train,0.9021581411361694,2.2465313971042633,0.02860437064978482,0.06913696229457855,1935.3168818890117
300,train,0.5544090867042542,2.4125023186206818,0.015942940161340794,0.070535808801651,2903.4344454579987
400,train,1.1015417575836182,2.539936915040016,0.02326007475076105,0.06930390745401382,3878.2449413749855
500,train,0.6395686268806458,2.4999535381793976,0.02924313280268695,0.070163793861866,4843.196470312076
600,train,1.4949431419372559,4.025419682264328,0.23426095272665365,0.07184329628944397,5811.213742144057
700,train,0.4993188679218292,2.1543326526880264,0.07558955536692338,0.06910278648138046,6779.904427199974
800,train,1.1176701784133911,2.8628141060471535,0.12120787862254367,0.06742029637098312,7742.546991019975
900,train,1.0478487014770508,2.6828549057245255,0.10156699619601856,0.06833675503730774,8709.240336554009
1000,train,0.547548234462738,2.250058114528656,0.01890607339257528,0.0690474659204483,9679.686100048013
1100,train,0.9275454878807068,2.455507904291153,0.16580258977861906,0.07047198712825775,10660.782496873057
1200,train,0.5914214253425598,2.0116274878382683,0.03709762033759104,0.06876444071531296,11619.863151986967
1300,train,1.0925925970077515,2.377748005092144,0.08812491312875104,0.06737703830003738,12600.197140968987
1400,train,0.6720268726348877,2.1795101165771484,0.1204111405903391,0.06846669316291809,13570.17417507898
1500,train,1.1656924486160278,2.2442848831415176,0.04837772807399618,0.06867223978042603,14522.43028876104
1600,train,0.869869589805603,1.982804574072361,0.022023301285687042,0.06812606751918793,15492.662554027978
1700,train,0.7444546818733215,2.2716350108385086,0.06584229934858647,0.06889105588197708,16333.267359004007
1800,train,0.7744536399841309,2.2616804242134094,0.05026740485250748,0.06875941902399063,17041.895768534043
1900,train,1.4790492057800293,2.440460726618767,0.04873467511586815,0.06910966336727142,17746.64802980807
2000,train,0.9657752513885498,2.2269554808735847,0.03739419844089965,0.06896397471427917,18449.16982402804
2100,train,1.4322453737258911,2.5549840331077576,0.043508890956769346,0.0677519366145134,19139.804310002015
2200,train,0.8030041456222534,2.0640389025211334,0.01847958233202676,0.06921613961458206,19844.688346259994
2300,train,0.7813201546669006,1.9469937905669212,0.02506982801504683,0.06848088651895523,20279.622297542053
2400,train,1.3462409973144531,2.357704311609268,0.03635878281589816,0.06818041950464249,20713.927664745017
2500,train,0.7138729095458984,2.1216709539294243,0.03128095684900646,0.06945592910051346,21148.270114970976
