step,phase,loss_total
0,diffusion,1.0056607723236084
100,diffusion,0.07029740512371063
200,diffusion,0.07706877589225769
300,diffusion,0.0808744952082634
400,diffusion,0.08672204613685608
500,diffusion,0.08190377801656723
600,diffusion,0.07998566329479218
700,diffusion,0.08486054837703705
800,diffusion,0.07886682450771332
900,diffusion,0.06635173410177231
1000,diffusion,0.05824550986289978
1100,diffusion,0.07823120802640915
1200,diffusion,0.07558982819318771
1300,diffusion,0.07256220281124115
1400,diffusion,0.06538732349872589
1500,diffusion,0.08575363457202911
1600,diffusion,0.07514612376689911
1700,diffusion,0.07076765596866608
1800,diffusion,0.07183225452899933
1900,diffusion,0.06628425419330597
2000,diffusion,0.07494746893644333
2100,diffusion,0.07267573475837708
2200,diffusion,0.08088229596614838
2300,diffusion,0.08683893084526062
2400,diffusion,0.08886831998825073
2500,diffusion,0.07523885369300842
2600,diffusion,0.07114467024803162
2700,diffusion,0.08579865097999573
2800,diffusion,0.07518792897462845
2900,diffusion,0.08646541088819504
3000,diffusion,0.07683219015598297
3100,diffusion,0.06671163439750671
3200,diffusion,0.06381089240312576
3300,diffusion,0.081168532371521
3400,diffusion,0.07552830874919891
3500,diffusion,0.07589825987815857
3600,diffusion,0.07074035704135895
3700,diffusion,0.06835547089576721
3800,diffusion,0.06313261389732361
3900,diffusion,0.07179702073335648
4000,diffusion,0.0688474103808403
4100,diffusion,0.07258281111717224
4200,diffusion,0.07319165021181107
4300,diffusion,0.07203617691993713
4400,diffusion,0.09234195947647095
4500,diffusion,0.06991615891456604
4600,diffusion,0.06851696968078613
4700,diffusion,0.06356446444988251
4800,diffusion,0.07066661864519119
4900,diffusion,0.07936833798885345
5000,diffusion,0.062332406640052795
5100,diffusion,0.07660283148288727
5200,diffusion,0.06684131175279617
5300,diffusion,0.07037346065044403
5400,diffusion,0.07420675456523895
5500,diffusion,0.07565826177597046
5600,diffusion,0.055570993572473526
5700,diffusion,0.07623753696680069
5800,diffusion,0.07610294967889786
5900,diffusion,0.07645077258348465
6000,diffusion,0.05506595969200134
6100,diffusion,0.05962573364377022
6200,diffusion,0.07962162792682648
6300,diffusion,0.06624476611614227
6400,diffusion,0.06933432817459106
6500,diffusion,0.0511360764503479
6600,diffusion,0.06892084330320358
6700,diffusion,0.06925689429044724
6800,diffusion,0.0741560161113739
6900,diffusion,0.07594059407711029
7000,diffusion,0.07008999586105347
7100,diffusion,0.08743852376937866
7200,diffusion,0.06593747437000275
7300,diffusion,0.05071365088224411
7400,diffusion,0.06661167740821838
7500,diffusion,0.0578966848552227
7600,diffusion,0.06848642230033875
7700,diffusion,0.07392330467700958
7800,diffusion,0.08664488792419434
7900,diffusion,0.07013226300477982
8000,diffusion,0.0700080394744873
8100,diffusion,0.09230228513479233
8200,diffusion,0.08383537828922272
8300,diffusion,0.055730774998664856
8400,diffusion,0.08255903422832489
8500,diffusion,0.07444445043802261
8600,diffusion,0.06378421932458878
8700,diffusion,0.06135156750679016
8800,diffusion,0.061830971390008926
8900,diffusion,0.06667427718639374
9000,diffusion,0.0714864432811737
9100,diffusion,0.07160833477973938
9200,diffusion,0.06455591320991516
9300,diffusion,0.07120811939239502
9400,diffusion,0.0762069821357727
9500,diffusion,0.06140124052762985
9600,diffusion,0.09063950181007385
9700,diffusion,0.07260090112686157
9800,diffusion,0.061673253774642944
9900,diffusion,0.06540403515100479
10000,diffusion,0.06000027805566788
10100,diffusion,0.05784476920962334
10200,diffusion,0.06888964772224426
10300,diffusion,0.07526712119579315
10400,diffusion,0.0870150700211525
10500,diffusion,0.06555851548910141
10600,diffusion,0.07018322497606277
10700,diffusion,0.07171529531478882
10800,diffusion,0.07653321325778961
10900,diffusion,0.07301971316337585
11000,diffusion,0.07640962302684784
11100,diffusion,0.08816240727901459
11200,diffusion,0.06966234743595123
11300,diffusion,0.06816694140434265
11400,diffusion,0.07795678079128265
11500,diffusion,0.07636556029319763
11600,diffusion,0.07938112318515778
11700,diffusion,0.06737247854471207
11800,diffusion,0.0780550017952919
11900,diffusion,0.044177647680044174
12000,diffusion,0.06740599125623703
12100,diffusion,0.0841655284166336
12200,diffusion,0.06827758252620697
12300,diffusion,0.07730895280838013
12400,diffusion,0.06786104291677475
12500,diffusion,0.09076589345932007
12600,diffusion,0.08199149370193481
12700,diffusion,0.07238957285881042
12800,diffusion,0.062237706035375595
12900,diffusion,0.05726567655801773
13000,diffusion,0.07536078989505768
13100,diffusion,0.07784505188465118
13200,diffusion,0.05822042375802994
13300,diffusion,0.07624713331460953
13400,diffusion,0.0709080845117569
13500,diffusion,0.07393808662891388
13600,diffusion,0.07217006385326385
13700,diffusion,0.06193454936146736
13800,diffusion,0.07585252821445465
13900,diffusion,0.0904407799243927
14000,diffusion,0.07928615808486938
14100,diffusion,0.07356728613376617
14200,diffusion,0.07240132987499237
14300,diffusion,0.08396044373512268
14400,diffusion,0.07214247435331345
14500,diffusion,0.05822961777448654
14600,diffusion,0.06563088297843933
14700,diffusion,0.0857563465833664
14800,diffusion,0.07184234261512756
14900,diffusion,0.06746426224708557
14999,diffusion,0.07589729130268097
