epoch,avg_loss,min_loss,lr
0,0.22265720576047898,0.07301956415176392,0.0003
1,0.07887039002031088,0.054175518453121185,0.0003
2,0.0798237045109272,0.05736829340457916,0.0003
3,0.07690911088138819,0.052692711353302,0.0003
4,0.07549140792340041,0.058370791375637054,0.0003
5,0.07740835390985012,0.055221352726221085,0.0003
6,0.07538213420659304,0.058290764689445496,0.0003
7,0.07736695609986782,0.055166542530059814,0.0003
8,0.07256595402956009,0.052826523780822754,0.0003
9,0.07381196718662977,0.05352358520030975,0.0003
10,0.07597186874598265,0.05787673592567444,0.0003
11,0.07433631956577301,0.05108475685119629,0.0003
12,0.07612615711987018,0.05085180699825287,0.0003
13,0.07389616638422013,0.05719062685966492,0.0003
14,0.07409869283437728,0.05694969743490219,0.0003
15,0.07295055210590362,0.05065406486392021,0.0003
16,0.07312011536210776,0.04864615947008133,0.0003
17,0.07417055603116751,0.05362486094236374,0.0003
18,0.07428015101701022,0.05348900333046913,0.0003
19,0.07372298508882523,0.0542423278093338,0.0003
20,0.07365829832851886,0.05354626104235649,0.0003
21,0.07328854598104954,0.05063604936003685,0.0003
22,0.07230813700705767,0.05198923870921135,0.0003
23,0.07393564742058516,0.05307837203145027,0.0003
24,0.07337099839001894,0.05655970796942711,0.0003
25,0.07460759166628123,0.05639706552028656,0.0003
26,0.07169358480721712,0.05290370434522629,0.0003
27,0.07322901926934719,0.05291222035884857,0.0003
28,0.07489273570477963,0.059077005833387375,0.0003
29,0.07269034001976252,0.05067302659153938,0.0003
30,0.07270860221236944,0.05708127096295357,0.0003
31,0.07320786148309708,0.045705679804086685,0.0003
32,0.07175784811377525,0.04832478612661362,0.0003
33,0.0721176041662693,0.05419473350048065,0.0003
34,0.07281876817345619,0.05147099494934082,0.0003
35,0.07279590651392936,0.04913586005568504,0.0003
36,0.07330980643630028,0.05474961921572685,0.0003
37,0.07264159284532071,0.054739028215408325,0.0003
38,0.07428376298397779,0.05817679688334465,0.0003
39,0.07312951654195786,0.053048767149448395,0.0003
40,0.07348428130149841,0.05476536601781845,0.0003
41,0.07348322849720716,0.054637715220451355,0.0003
42,0.07430388070642949,0.04698628932237625,0.0003
43,0.07379447653889656,0.05350629240274429,0.0003
44,0.07446756038814784,0.055789679288864136,0.0003
45,0.07411595575511455,0.05807004123926163,0.0003
46,0.07304918996989727,0.04885178059339523,0.0003
47,0.07407601296901703,0.05411529913544655,0.0003
48,0.07170234501361847,0.05261807516217232,0.0003
49,0.07305092077702284,0.05400191992521286,0.0003
50,0.0743335161730647,0.05170714110136032,0.0003
51,0.07195222992449998,0.05437101423740387,0.0003
52,0.07364097986370326,0.05100802332162857,0.0003
53,0.07269058767706156,0.05436500906944275,0.0003
54,0.07406158167868852,0.055542826652526855,0.0003
55,0.07314602196216584,0.05488995462656021,0.0003
56,0.07145861014723778,0.053040407598018646,0.0003
57,0.07429370496422052,0.05168228596448898,0.0003
58,0.07227279756218195,0.05744806304574013,0.0003
59,0.07421853508800268,0.04461366683244705,0.0003
60,0.07395251590758561,0.0563768595457077,0.0003
61,0.07345966067165137,0.056801438331604004,0.0003
62,0.07123319521546363,0.051103658974170685,0.0003
63,0.07252677798271179,0.050737641751766205,0.0003
64,0.07206448785960674,0.05422253534197807,0.0003
65,0.0742077363282442,0.056374866515398026,0.0003
66,0.07329264011234045,0.053005147725343704,0.0003
67,0.07394702631980181,0.05404830724000931,0.0003
68,0.0726921222358942,0.05061173811554909,0.0003
69,0.07392298251390457,0.05670507624745369,0.0003
70,0.07304350066930056,0.05155981704592705,0.0003
71,0.07447141475975513,0.055136583745479584,0.0003
72,0.07448857460170984,0.04789067059755325,0.0003
73,0.07425668697804212,0.05215685814619064,0.0003
74,0.07341712977737189,0.04584464058279991,0.0003
75,0.07202194686979055,0.05708474665880203,0.0003
76,0.0730318034440279,0.051847778260707855,0.0003
77,0.07387468989938498,0.04727299138903618,0.0003
78,0.07297438673675061,0.05139123648405075,0.0003
79,0.07150561675429344,0.050790637731552124,0.0003
80,0.07344156455248595,0.05018864572048187,0.0003
81,0.0721257833391428,0.05474453419446945,0.0003
82,0.07406317956745624,0.05421026796102524,0.0003
83,0.07441449798643589,0.05504939705133438,0.0003
84,0.07295359756797552,0.05601709336042404,0.0003
85,0.07228789791464806,0.052142977714538574,0.0003
86,0.07277157906442881,0.05284717306494713,0.0003
87,0.0746033525839448,0.05707831308245659,0.0003
88,0.072721195705235,0.05777447298169136,0.0003
89,0.07255409009754658,0.05336199700832367,0.0003
90,0.07183421492576599,0.05473703145980835,0.0003
91,0.07332200732082128,0.05338338017463684,0.0003
92,0.07323956701904535,0.04528794437646866,0.0003
93,0.07245206478983164,0.055269382894039154,0.0003
94,0.07354572925716639,0.05139736831188202,0.0003
95,0.07406364399939776,0.056632380932569504,0.0003
96,0.07242659110575915,0.05412212014198303,0.0003
97,0.07183462105691434,0.048669714480638504,0.0003
98,0.0726499231159687,0.056143250316381454,0.0003
99,0.07172343865036965,0.04674236848950386,0.0003
100,0.07106210540980101,0.05143599957227707,0.0003
101,0.07285560443997383,0.05126013606786728,0.0003
102,0.07297668647021055,0.05436822399497032,0.0003
103,0.07358490224927663,0.054325416684150696,0.0003
104,0.07380418919026852,0.051074229180812836,0.0003
105,0.07183863241225481,0.048499252647161484,0.0003
106,0.0718351024389267,0.0539923757314682,0.0003
107,0.07331552390009165,0.0532129630446434,0.0003
108,0.07284120567142964,0.05229346454143524,0.0003
109,0.07157420270144939,0.05304299294948578,0.0003
110,0.07309209186583758,0.053096476942300797,0.0003
111,0.072707789093256,0.04996743053197861,0.0003
112,0.0711443704739213,0.051429565995931625,0.0003
113,0.07151558939367533,0.05420174449682236,0.0003
114,0.07469390112906694,0.05064867064356804,0.0003
115,0.07332042243331671,0.0498996376991272,0.0003
116,0.07337522003799676,0.05770102143287659,0.0003
117,0.07311243880540133,0.05580636113882065,0.0003
118,0.07328255251049995,0.05327460914850235,0.0003
119,0.07217618718743324,0.05456068366765976,0.0003
120,0.07248068526387215,0.049799010157585144,0.0003
121,0.07381798580288887,0.05307633802294731,0.0003
122,0.07354639489203692,0.054010022431612015,0.0003
123,0.07500707685947418,0.05095943063497543,0.0003
124,0.073392255268991,0.05361678823828697,0.0003
125,0.07179351393133401,0.05030137300491333,0.0003
126,0.07236173585057258,0.05131405591964722,0.0003
127,0.07283656660467386,0.05188548564910889,0.0003
128,0.07267501514405011,0.050861991941928864,0.0003
129,0.07295528776943684,0.054849546402692795,0.0003
130,0.07074212562292814,0.052290864288806915,0.0003
131,0.07184431485831738,0.054287634789943695,0.0003
132,0.07239487018436193,0.05337641388177872,0.0003
133,0.07328488364815712,0.05379931628704071,0.0003
134,0.07334695622324944,0.05391492694616318,0.0003
135,0.07314893383532763,0.0479145273566246,0.0003
136,0.07299661733210087,0.05431028828024864,0.0003
137,0.07162733498960733,0.05570032447576523,0.0003
138,0.0735399078950286,0.05233617126941681,0.0003
139,0.07241685949265957,0.049662455916404724,0.0003
140,0.07215971954166889,0.051301054656505585,0.0003
141,0.07265656888484955,0.05333493649959564,0.0003
142,0.07283469587564469,0.05350172147154808,0.0003
143,0.07361304901540279,0.05421827733516693,0.0003
144,0.07417075343430042,0.0504174679517746,0.0003
145,0.07196594342589378,0.05325992405414581,0.0003
146,0.07245854001492262,0.048898354172706604,0.0003
147,0.07221998877823353,0.056091416627168655,0.0003
148,0.07265371788293123,0.047913286834955215,0.0003
149,0.07328576322644949,0.05645297095179558,0.0003
