step,train_bce
50,0.68538
100,0.692046
150,0.693187
200,0.693305
250,0.693337
300,0.692014
350,0.694593
400,0.694054
450,0.693498
500,0.693358
550,0.696284
600,0.692898
650,0.693333
700,0.694108
750,0.692644
800,0.691449
850,0.693381
900,0.693146
950,0.692945
1000,0.693239
1050,0.693554
1100,0.69205
1150,0.692765
1200,0.693099
1250,0.692137
1300,0.692455
1350,0.693738
1400,0.692213
1450,0.697712
1500,0.691079
1550,0.692815
1600,0.692352
1650,0.695629
1700,0.696126
1750,0.69348
1800,0.69327
1850,0.69435
1900,0.688093
1950,0.695233
2000,0.692654
