step,train_bce
50,0.696336
100,0.692613
150,0.692904
200,0.691843
250,0.6944
300,0.691681
350,0.69287
400,0.693375
450,0.692325
500,0.693526
550,0.691997
600,0.69322
650,0.693005
700,0.693244
750,0.693213
800,0.692954
850,0.693357
900,0.693051
950,0.692768
1000,0.693178
1050,0.69154
1100,0.694024
1150,0.693246
1200,0.695672
1250,0.692439
1300,0.69377
1350,0.695472
1400,0.691964
1450,0.694869
1500,0.694323
1550,0.69329
1600,0.693071
1650,0.693455
1700,0.693357
1750,0.692724
1800,0.692218
1850,0.693165
1900,0.692766
1950,0.693246
2000,0.692953
