step,train_bce
50,0.692995
100,0.6937
150,0.692878
200,0.693031
250,0.692437
300,0.690772
350,0.692187
400,0.693532
450,0.697468
500,0.69611
550,0.693042
600,0.692292
650,0.693776
700,0.693229
750,0.692915
800,0.6931
850,0.692624
900,0.693398
950,0.691471
1000,0.69303
1050,0.695094
1100,0.694126
1150,0.694635
1200,0.695087
1250,0.693137
1300,0.694288
1350,0.69111
1400,0.692736
1450,0.694787
1500,0.692728
1550,0.692211
1600,0.690949
1650,0.692932
1700,0.695184
1750,0.693865
1800,0.68992
1850,0.698425
1900,0.693191
1950,0.692141
2000,0.691609
