step,train_bce
50,0.693563
100,0.692836
150,0.693044
200,0.694148
250,0.691776
300,0.692829
350,0.692268
400,0.696267
450,0.694922
500,0.693382
550,0.696684
600,0.691372
650,0.694369
700,0.694164
750,0.689736
800,0.695881
850,0.693474
900,0.69329
950,0.693143
1000,0.693114
1050,0.693023
1100,0.694292
1150,0.694
1200,0.692894
1250,0.697285
1300,0.693966
1350,0.69367
1400,0.693469
1450,0.693112
1500,0.692432
1550,0.693161
1600,0.693193
1650,0.695545
1700,0.693123
1750,0.693122
1800,0.69257
1850,0.693298
1900,0.694372
1950,0.692615
2000,0.694393
