step,train_bce
50,0.69758
100,0.687439
150,0.692384
200,0.691938
250,0.694076
300,0.692634
350,0.699666
400,0.687345
450,0.712174
500,0.690468
550,0.703951
600,0.688981
650,0.693477
700,0.690195
750,0.692299
800,0.690375
850,0.680241
900,0.693566
950,0.693064
1000,0.694213
1050,0.685846
1100,0.685429
1150,0.684035
1200,0.691136
1250,0.692334
1300,0.689818
1350,0.685938
1400,0.678747
1450,0.679965
1500,0.68321
1550,0.686716
1600,0.684525
1650,0.687443
1700,0.683063
1750,0.695444
1800,0.68022
1850,0.673514
1900,0.684977
1950,0.67933
2000,0.678807
