step,train_bce
50,0.693189
100,0.693273
150,0.696055
200,0.694408
250,0.692686
300,0.693804
350,0.696918
400,0.693092
450,0.69282
500,0.69265
550,0.692828
600,0.693716
650,0.696746
700,0.692863
750,0.692859
800,0.697866
850,0.69099
900,0.693562
950,0.694474
1000,0.692798
1050,0.679187
1100,0.635522
1150,0.599202
1200,0.658388
1250,0.669093
1300,0.625837
1350,0.581527
1400,0.57158
1450,0.617028
1500,0.583461
1550,0.544279
1600,0.570982
1650,0.632519
1700,0.612328
1750,0.556801
1800,0.604932
1850,0.581285
1900,0.558312
1950,0.50496
2000,0.548866
