step,train_bce
50,0.692906
100,0.692612
150,0.693535
200,0.693806
250,0.693613
300,0.693211
350,0.693157
400,0.69356
450,0.69273
500,0.693467
550,0.693001
600,0.692963
650,0.692791
700,0.693336
750,0.692739
800,0.691188
850,0.692762
900,0.694893
950,0.693313
1000,0.693293
1050,0.691954
1100,0.694776
1150,0.692964
1200,0.692652
1250,0.692683
1300,0.696567
1350,0.694111
1400,0.693153
1450,0.689467
1500,0.693511
1550,0.692484
1600,0.692364
1650,0.692972
1700,0.694383
1750,0.692913
1800,0.694362
1850,0.694946
1900,0.693814
1950,0.693708
2000,0.693834
