step,train_bce
50,0.692516
100,0.693195
150,0.692475
200,0.693673
250,0.692113
300,0.694156
350,0.693048
400,0.694801
450,0.696551
500,0.692642
550,0.693284
600,0.695404
650,0.69307
700,0.694173
750,0.692271
800,0.692019
850,0.693272
900,0.692306
950,0.693081
1000,0.693092
1050,0.693109
1100,0.691656
1150,0.695209
1200,0.693385
1250,0.692578
1300,0.693303
1350,0.692729
1400,0.693203
1450,0.6944
1500,0.692849
1550,0.69238
1600,0.692748
1650,0.692796
1700,0.693444
1750,0.693607
1800,0.691647
1850,0.694338
1900,0.693692
1950,0.693271
2000,0.693025
