k,epoch,train_loss,val_loss
0,0,9.71282059,9.49168849
0,1,9.26183313,9.37870204
0,2,9.26326406,9.35777044
0,3,9.16520986,9.32332432
0,4,9.07384604,9.13709033
0,5,8.92142493,8.93372297
0,6,8.72315353,8.78516853
0,7,8.66990954,8.73127580
0,8,8.61373627,8.79565561
0,9,8.61562628,8.66421556
0,10,8.52750064,8.64730501
0,11,8.58986562,8.66429520
0,12,8.54324207,8.61108184
0,13,8.51542673,8.60439146
0,14,8.50694999,8.60255337
0,15,8.54357141,8.59433496
0,16,8.44736359,8.61433780
0,17,8.49724630,8.58874953
0,18,8.42059651,8.58725226
0,19,8.52452123,8.57755160
0,20,8.47039017,8.57158983
0,21,8.45451126,8.57494414
0,22,8.41745988,8.58722413
0,23,8.47430837,8.58112025
0,24,8.44774830,8.57940674
0,25,8.47315389,8.55362356
0,26,8.45106730,8.58153677
0,27,8.40479225,8.56495738
0,28,8.39018045,8.55483067
0,29,8.46323335,8.56566787
0,30,8.40798236,8.54821265
0,31,8.38585575,8.55522203
0,32,8.45113164,8.56451070
0,33,8.40018243,8.57993364
0,34,8.44435827,8.55948889
0,35,8.41103858,8.54659092
0,36,8.38048005,8.55279005
0,37,8.40561154,8.56378329
0,38,8.51377368,8.57039845
0,39,8.37495033,8.55424416
0,40,8.48150679,8.55617893
0,41,8.42928487,8.55834603
0,42,8.45270985,8.55754554
0,43,8.41770735,8.57419658
0,44,8.47832936,8.56838620
0,45,8.38250980,8.54796374
0,46,8.39808251,8.54307866
0,47,8.38192680,8.56053650
0,48,8.44181129,8.55320394
0,49,8.40463290,8.52937508
0,50,8.44720228,8.52704477
0,51,8.40099648,8.53284347
0,52,8.38708851,8.54118073
0,53,8.36759795,8.52859724
0,54,8.42903674,8.55383205
0,55,8.45950919,8.56391406
0,56,8.43799883,8.55715537
0,57,8.47932345,8.53386009
0,58,8.40928335,8.53624177
0,59,8.39957714,8.54023981
0,60,8.42100587,8.54101706
0,61,8.40494132,8.53013325
0,62,8.37849724,8.56548691
0,63,8.42003310,8.53512645
0,64,8.43335946,8.54260671
0,65,8.43642050,8.53006279
0,66,8.38092196,8.55372810
0,67,8.43263626,8.51744092
0,68,8.41548888,8.52705050
0,69,8.34291369,8.52900624
0,70,8.40920612,8.55288815
0,71,8.41256645,8.52891898
0,72,8.44593796,8.52478540
0,73,8.35797480,8.54236531
0,74,8.40916663,8.52410853
0,75,8.43317336,8.53002763
0,76,8.41602331,8.53774917
0,77,8.39395261,8.53948009
0,78,8.43359004,8.53103495
0,79,8.39922112,8.54782259
0,80,8.38431695,8.54137075
0,81,8.38756238,8.53681767
0,82,8.35050130,8.53220320
0,83,8.41481170,8.53270006
0,84,8.37936002,8.52526534
0,85,8.35044743,8.54019010
0,86,8.39347118,8.53501439
0,87,8.42184150,8.53279924
0,88,8.41425392,8.51043499
0,89,8.39674458,8.52637017
0,90,8.41060847,8.52808976
0,91,8.40196349,8.52868009
0,92,8.40518552,8.52584159
