k,epoch,train_loss,val_loss
0,0,14.23633918,13.78145146
0,1,13.75635630,13.74182832
0,2,13.77069336,13.71922827
0,3,13.75405684,13.49141526
0,4,13.44708326,13.32245553
0,5,13.35345569,13.15290534
0,6,12.98836493,13.08708739
0,7,13.05811980,13.11259639
0,8,12.93687996,13.06238890
0,9,13.07491317,13.03244710
0,10,13.16478708,12.98217499
0,11,13.00543833,12.95652735
0,12,13.03000230,12.92234457
0,13,13.10181212,12.93612206
0,14,13.07387352,12.91332793
0,15,12.94035375,12.90612900
0,16,13.07565165,12.92217290
0,17,13.00896090,12.93592942
0,18,13.12459373,12.89431906
0,19,12.88767892,12.91476727
0,20,12.97285536,12.91492558
0,21,13.06684250,12.89876151
0,22,12.97042197,12.86840916
0,23,12.79475757,12.90841901
0,24,12.86922067,12.90879416
0,25,13.03563586,12.88193619
0,26,12.85378203,12.87359285
0,27,12.99280787,12.87766600
0,28,13.01136297,12.87190735
0,29,13.10258445,12.88177407
0,30,13.05884203,12.86617899
0,31,12.94080991,12.86578131
0,32,13.01837572,12.92003310
0,33,12.93383446,12.87185693
0,34,12.99442965,12.84144330
0,35,13.09425893,12.86704528
0,36,12.97958958,12.87033319
0,37,12.98309523,12.85081887
0,38,12.94835746,12.87254083
0,39,12.94364554,12.89619648
0,40,12.99062169,12.86465323
0,41,12.86017874,12.88826227
0,42,12.86811450,12.85331154
0,43,12.81259790,12.85536468
0,44,12.87586758,12.86463022
0,45,13.00844625,12.85113037
0,46,12.99349093,12.86044037
0,47,12.78048402,12.84886801
0,48,12.77187639,12.85117149
0,49,13.09435615,12.85910463
1,0,12.94693863,12.92520618
1,1,13.00583071,12.91473377
1,2,13.13731104,12.89640081
1,3,13.01547146,12.95430398
1,4,13.00201565,12.91499960
1,5,12.92738241,12.93852377
1,6,12.92228737,12.91590714
1,7,12.89674839,12.90790725
1,8,13.07323548,12.91792738
1,9,12.95469919,12.93431830
1,10,12.91466939,12.88851297
1,11,13.05035877,12.90409064
1,12,12.96464300,12.89748549
1,13,13.18812707,12.89435661
1,14,13.12094977,12.92600906
1,15,13.12000495,12.89099646
1,16,12.85285407,12.89548612
1,17,12.91683000,12.89734185
1,18,12.96839771,12.94868279
1,19,12.89504239,12.88568807
1,20,12.93184966,12.90773666
1,21,13.12252149,12.88242483
1,22,13.06894076,12.90267968
1,23,12.92613301,12.90056455
1,24,13.04456413,12.89218187
1,25,13.03109145,12.88313699
1,26,13.02058509,12.88497066
1,27,12.77140930,12.89405382
1,28,12.98725352,12.87008238
1,29,12.99312222,12.89941812
1,30,12.91416600,12.94330835
1,31,13.05665335,12.88152099
1,32,12.92793629,12.89509225
1,33,12.99019149,12.91025913
1,34,12.80767798,12.91761482
1,35,13.05460316,12.91974974
1,36,13.00024384,12.90421879
1,37,13.10098660,12.87555242
1,38,12.87478465,12.89036095
1,39,13.03604442,12.87767541
1,40,12.93066815,12.89701283
1,41,12.84798342,12.86358571
1,42,12.90051696,12.89538598
1,43,12.85875288,12.90817595
1,44,13.05157855,12.88770294
1,45,12.86477894,12.88250339
1,46,12.96822178,12.87730408
1,47,12.92408395,12.86816955
1,48,13.01653045,12.91531324
1,49,12.89149061,12.88619256
1,50,12.85774580,12.86502790
1,51,13.01358178,12.89787507
1,52,13.06422031,12.88428354
1,53,12.82107905,12.87766075
1,54,12.95221439,12.87949860
1,55,12.88749990,12.88303578
1,56,12.98866948,12.87505400
2,0,12.83646140,12.84805071
2,1,13.07181993,12.78267527
2,2,13.01542887,12.79143929
2,3,12.85791618,12.79966104
2,4,13.09078822,12.79525387
2,5,13.02097756,12.78806233
2,6,12.83703643,12.80552816
2,7,12.73706377,12.81639338
2,8,12.92689213,12.78943419
2,9,12.92753381,12.80874097
2,10,13.04438323,12.81959188
2,11,12.93153334,12.80801725
2,12,12.97562942,12.77635670
2,13,12.98480606,12.78088295
2,14,12.94588399,12.78779304
2,15,13.03804117,12.84949791
2,16,12.87482280,12.79913700
2,17,12.96215740,12.81330097
2,18,12.96783093,12.79509056
2,19,13.03514624,12.81863296
2,20,12.87321633,12.81984580
2,21,12.99915197,12.78906310
2,22,12.99152923,12.77541709
2,23,12.98337924,12.79777098
2,24,12.95290133,12.78962994
2,25,12.94137365,12.80185139
2,26,12.77638036,12.79303503
2,27,13.13215393,12.77559972
3,0,12.84097585,13.02176833
3,1,12.86976302,13.00337791
3,2,12.98526755,13.00400615
3,3,12.95047927,13.01823878
3,4,13.02546495,13.03843641
3,5,12.96760786,13.03076184
3,6,13.01548126,13.04321086
3,7,13.07871389,13.05199599
3,8,12.96854144,13.02777493
3,9,12.99911618,13.03290582
3,10,13.07819426,13.01936567
3,11,12.99074644,13.01781988
3,12,12.81600115,13.00853360
3,13,12.84204465,13.02255762
3,14,13.07864475,13.00422537
3,15,12.87975690,13.01650536
3,16,12.83398494,13.01030111
4,0,12.83034694,13.24873543
4,1,13.11099130,13.23670793
4,2,13.05221370,13.26298141
4,3,13.11166140,13.21329403
4,4,13.03571412,13.27504909
4,5,12.82029626,13.25321281
4,6,12.90417966,13.24352765
4,7,12.87548706,13.25739074
4,8,13.03975821,13.25827754
4,9,12.87627590,13.22453499
4,10,12.94259089,13.23381591
4,11,12.91053483,13.24435556
4,12,13.01966208,13.25054884
4,13,12.98087794,13.23682344
4,14,12.94037217,13.24414551
4,15,12.83142999,13.22716856
4,16,12.95493618,13.26302254
4,17,12.95642626,13.24718106
4,18,12.95708546,13.23737168
